scheme_code,as_on_date,sector,holding_perc,market_value
152908,2025-04,Chemicals,1.42,11.79
152908,2025-04,Aerospace & Defence,1.28,10.62
152908,2025-04,Real Estate,1.24,10.42
152908,2025-04,Agriculture,1.21,10.02
152908,2025-04,Leisure Products,0.9,7.58
152908,2025-04,Retail,0.88,7.37
152908,2025-04,Beverages,0.82,6.93
152908,2025-04,Personal Products,0.81,6.68
152908,2025-04,Gas,0.76,6.46
152908,2025-04,Non Ferrous Metals,0.7,5.85
152908,2025-04,Fertilizers,0.7,5.84
152908,2025-04,Oil & Gas,0.64,5.39
152908,2025-04,Minerals & Mining,0.49,4.13
152908,2025-04,Consumer Services,0.48,4.01
152908,2025-04,Diversified Metals & Mining,0.39,3.26
152908,2025-04,Textiles,0.33,2.76
152908,2025-04,Commercial Services,0.19,1.61
152908,2025-04,Entertainment,0.16,1.35
152908,2025-04,Diversified,0.12,0.93
152908,2025-04,Cigarettes/Tobacco,0.06,0.5
152908,2025-04,Household Appliances,0.06,0.46
152908,2025-04,Paper,0.05,0.46
152908,2025-04,IT - Hardware,0.01,0.11
152908,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,-0.03,0.13
148457,2025-04,ETF Units,14.88,836.81
148457,2025-04,Banks,14.16,795.93
148457,2025-04,Finance,9.65,543.53
148457,2025-04,Overseas ETF Units,9.61,540.34
148457,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,5.46,307.55
148457,2025-04,Govt-Sec,4.48,251.64
148457,2025-04,Petroleum Products,3.48,195.93
148457,2025-04,Power,3.24,182.51
148457,2025-04,Internet and Technology,3.08,173.71
148457,2025-04,Automobiles,2.98,166.82
148457,2025-04,Pharmaceuticals,2.94,165.78
148457,2025-04,Insurance,1.83,102.78
148457,2025-04,Leisure Products,1.7,95.57
148457,2025-04,Telecom,1.66,93.23
148457,2025-04,Construction,1.46,81.79
148457,2025-04,Industrial Products,1.43,80.47
148457,2025-04,Cement,1.38,77.7
148457,2025-04,Retailing,1.38,77.59
148457,2025-04,Aerospace & Defence,1.33,74.49
148457,2025-04,Electric Equipment,1.32,73.94
148457,2025-04,Beverages,1.21,67.83
148457,2025-04,Capital Markets,1.05,59.05
148457,2025-04,Consumer Durables,1.04,58.5
148457,2025-04,Diversified Metals & Mining,0.97,54.5
148457,2025-04,Real Estate,0.87,49.06
148457,2025-04,Diversified FMCG,0.76,42.58
148457,2025-04,Others,0.74,41.37
148457,2025-04,Personal Products,0.71,39.85
148457,2025-04,Non Ferrous Metals,0.67,37.48
148457,2025-04,Ferrous Metal,0.63,35.65
148457,2025-04,Infrastructure,0.62,35.01
148457,2025-04,Oil & Gas,0.57,31.78
148457,2025-04,Transporation,0.56,31.5
148457,2025-04,Agriculture,0.51,28.42
148457,2025-04,Diamond & Jewellery,0.45,25.07
148457,2025-04,Consumer Services,0.41,23.12
148457,2025-04,Fertilizers,0.41,22.93
148457,2025-04,Health Care,0.37,20.95
152920,2025-04,Industrial Products,33.12,259.86
152920,2025-04,Automobiles,17.13,134.3
152920,2025-04,Electric Equipment,14.09,110.51
152920,2025-04,Pharmaceuticals,5.05,39.59
152920,2025-04,Retail,4.23,33.16
152920,2025-04,Aerospace & Defence,4.13,32.41
152920,2025-04,Chemicals,4.04,31.62
152920,2025-04,Power,2.35,18.46
152920,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.32,18.18
152920,2025-04,Construction,2.32,18.19
152920,2025-04,Diversified FMCG,1.95,15.26
152920,2025-04,Textiles,1.45,11.39
152920,2025-04,Consumer Durables,1.45,11.41
152920,2025-04,Diversified,1.2,9.38
152920,2025-04,Personal Products,1.11,8.72
152920,2025-04,Real Estate,1.04,8.12
152920,2025-04,Health Care,0.98,7.66
152920,2025-04,Gas,0.95,7.42
152920,2025-04,Petroleum Products,0.34,2.64
152920,2025-04,Cigarettes/Tobacco,0.33,2.6
152920,2025-04,Beverages,0.2,1.53
152920,2025-04,Internet and Technology,0.2,1.61
153184,2025-04,Automobiles,16.48,224.11
153184,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,12.81,174.34
153184,2025-04,Banks,12.04,163.81
153184,2025-04,Insurance,11.46,155.84
153184,2025-04,Diversified FMCG,10.4,141.38
153184,2025-04,Telecom,6.15,83.58
153184,2025-04,Cement,5.9,80.2
153184,2025-04,Retail,5.81,79.0
153184,2025-04,Power,5.09,69.26
153184,2025-04,Finance,3.01,40.92
153184,2025-04,Consumer Durables,2.49,33.86
153184,2025-04,Personal Products,2.31,31.35
153184,2025-04,Leisure Products,2.23,30.27
153184,2025-04,Govt-Sec,1.52,20.75
153184,2025-04,Agriculture,1.2,16.27
153184,2025-04,Fertilizers,1.13,15.27
153184,2025-04,Derivatives(Index/Stock Futures),-0.03,-0.37
120843,2025-04,Petroleum Products,11.8,828.25
120843,2025-04,Power,11.69,820.09
120843,2025-04,Derivatives(Index/Stock Futures),7.66,537.41
120843,2025-04,Finance,7.16,503.0
120843,2025-04,Pharmaceuticals,7.02,492.63
120843,2025-04,Insurance,6.02,422.76
120843,2025-04,Automobiles,5.2,364.86
120843,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,5.11,359.01
120843,2025-04,Govt-Sec,4.59,322.6
120843,2025-04,Retailing,3.59,252.07
120843,2025-04,Retail,3.34,234.16
120843,2025-04,Minerals & Mining,3.32,233.08
120843,2025-04,Transporation,3.28,230.37
120843,2025-04,Agriculture,3.03,212.65
120843,2025-04,Construction,2.96,207.53
120843,2025-04,Real Estate,2.42,169.48
120843,2025-04,Fertilizers,2.4,168.62
120843,2025-04,Cement,2.04,143.45
120843,2025-04,Chemicals,2.03,142.17
120843,2025-04,Entertainment,1.68,118.03
120843,2025-04,Beverages,1.5,105.38
120843,2025-04,Textiles,1.42,99.73
120843,2025-04,Oil & Gas,0.7,49.08
148750,2025-04,ETF Units,60.14,27.25
148750,2025-04,Mutual Fund Units,39.07,17.7
148750,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,0.79,0.36
119279,2025-04,Overseas Mutual Fund Units,99.13,122.4
119279,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,0.87,1.08
119292,2025-04,Banks,20.19,435.83
119292,2025-04,Finance,8.18,176.76
119292,2025-04,Internet and Technology,7.67,165.79
119292,2025-04,Automobiles,6.7,144.63
119292,2025-04,Pharmaceuticals,4.92,106.05
119292,2025-04,Petroleum Products,3.88,83.85
119292,2025-04,Telecom,3.86,83.38
119292,2025-04,Electric Equipment,3.43,73.97
119292,2025-04,Diversified FMCG,3.34,72.23
119292,2025-04,Construction,3.07,66.35
119292,2025-04,Transporation,2.9,62.67
119292,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.87,61.71
119292,2025-04,Consumer Durables,2.72,58.64
119292,2025-04,Ferrous Metal,2.63,56.78
119292,2025-04,Commercial Services,2.2,47.32
119292,2025-04,Fertilizers,2.01,43.34
119292,2025-04,Power,1.9,41.1
119292,2025-04,Chemicals,1.79,38.72
119292,2025-04,Retailing,1.79,38.63
119292,2025-04,Health Care,1.78,38.47
119292,2025-04,Cement,1.58,34.04
119292,2025-04,Aerospace & Defence,1.4,30.13
119292,2025-04,Leisure Products,1.35,29.23
119292,2025-04,Household Appliances,1.07,23.02
119292,2025-04,Beverages,0.97,21.05
119292,2025-04,Insurance,0.94,20.31
119292,2025-04,Textiles,0.92,19.84
119292,2025-04,Capital Markets,0.89,19.15
119292,2025-04,Industrial Products,0.85,18.31
119292,2025-04,Personal Products,0.84,18.08
119292,2025-04,Non Ferrous Metals,0.72,15.49
119292,2025-04,Oil & Gas,0.58,12.57
119292,2025-04,Govt-Sec,0.06,1.29
152829,2025-04,Pharmaceuticals,12.14,198.99
152829,2025-04,Internet and Technology,11.34,186.18
152829,2025-04,Automobiles,9.15,149.89
152829,2025-04,Electric Equipment,5.51,90.34
152829,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,5.36,87.4
152829,2025-04,Industrial Products,5.09,83.38
152829,2025-04,Chemicals,4.62,75.81
152829,2025-04,Textiles,4.52,74.14
152829,2025-04,Petroleum Products,4.51,73.97
152829,2025-04,Construction,4.51,74.05
152829,2025-04,Agriculture,4.23,69.41
152829,2025-04,Telecom,4.01,65.8
152829,2025-04,Non Ferrous Metals,4.01,65.84
152829,2025-04,Commercial Services,3.93,64.42
152829,2025-04,Banks,3.02,49.55
152829,2025-04,Beverages,2.71,44.41
152829,2025-04,Leisure Products,2.54,41.66
152829,2025-04,Consumer Durables,2.22,36.55
152829,2025-04,Health Care,2.06,33.73
152829,2025-04,Fertilizers,1.22,20.06
152829,2025-04,Aerospace & Defence,1.02,16.74
152829,2025-04,Consumer Services,1.02,16.65
152829,2025-04,Retailing,0.74,12.18
152829,2025-04,Capital Markets,0.52,8.54
152370,2025-04,Banks,12.72,126.47
152370,2025-04,Automobiles,11.88,117.96
152370,2025-04,Internet and Technology,9.26,92.03
152370,2025-04,Finance,7.81,77.47
152370,2025-04,Pharmaceuticals,5.98,59.42
152370,2025-04,Insurance,4.36,43.34
152370,2025-04,Consumer Durables,4.19,41.58
152370,2025-04,Retailing,4.1,40.76
152370,2025-04,Cement,4.07,40.36
152370,2025-04,Diversified FMCG,4.03,40.08
152370,2025-04,Power,3.94,39.16
152370,2025-04,Ferrous Metal,3.63,36.08
152370,2025-04,Agriculture,2.34,23.25
152370,2025-04,Petroleum Products,2.13,21.16
152370,2025-04,Telecom,2.1,20.86
152370,2025-04,Retail,2.06,20.5
152370,2025-04,Health Care,2.05,20.33
152370,2025-04,Aerospace & Defence,2.04,20.27
152370,2025-04,Transporation,2.0,19.92
152370,2025-04,Oil & Gas,1.97,19.54
152370,2025-04,Minerals & Mining,1.93,19.2
152370,2025-04,Construction,1.88,18.64
152370,2025-04,Consumer Services,1.88,18.73
152370,2025-04,Non Ferrous Metals,1.76,17.44
152370,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,-0.11,-1.01
148747,2025-04,Mutual Fund Units,67.79,51.1
148747,2025-04,ETF Units,30.94,23.32
148747,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.27,0.96
153364,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,29.32,15.58
153364,2025-04,Pharmaceuticals,9.87,5.25
153364,2025-04,Finance,9.68,5.14
153364,2025-04,Aerospace & Defence,7.12,3.78
153364,2025-04,Capital Markets,7.11,3.78
153364,2025-04,Industrial Products,6.51,3.46
153364,2025-04,Fertilizers,3.63,1.93
153364,2025-04,Telecom,3.5,1.86
153364,2025-04,Beverages,3.48,1.85
153364,2025-04,Banks,3.43,1.82
153364,2025-04,Health Care,3.42,1.82
153364,2025-04,Transporation,3.41,1.81
153364,2025-04,Internet and Technology,3.3,1.75
153364,2025-04,Chemicals,3.29,1.75
153364,2025-04,Consumer Durables,2.93,1.56
150387,2025-04,Banks,21.91,268.81
150387,2025-04,Finance,7.46,91.56
150387,2025-04,Internet and Technology,6.63,81.29
150387,2025-04,Petroleum Products,5.85,71.78
150387,2025-04,Electric Equipment,5.83,71.54
150387,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,5.34,65.62
150387,2025-04,Health Care,5.24,64.26
150387,2025-04,Automobiles,4.9,60.12
150387,2025-04,Retailing,4.78,58.59
150387,2025-04,Industrial Products,4.17,51.19
150387,2025-04,Pharmaceuticals,4.12,50.48
150387,2025-04,Telecom,3.04,37.29
150387,2025-04,Construction,2.61,31.96
150387,2025-04,Textiles,2.42,29.65
150387,2025-04,Power,2.14,26.26
150387,2025-04,Chemicals,2.07,25.34
150387,2025-04,Oil & Gas,1.84,22.59
150387,2025-04,Retail,1.82,22.35
150387,2025-04,Consumer Durables,1.8,22.11
150387,2025-04,Beverages,1.7,20.87
150387,2025-04,Insurance,1.68,20.64
150387,2025-04,Diversified FMCG,1.34,16.39
150387,2025-04,Agriculture,1.31,16.02
153291,2025-04,Retailing,15.35,46.12
153291,2025-04,Capital Markets,13.5,40.53
153291,2025-04,Health Care,13.26,39.81
153291,2025-04,Finance,10.44,31.33
153291,2025-04,Real Estate,9.14,27.42
153291,2025-04,Industrial Products,7.26,21.8
153291,2025-04,Pharmaceuticals,6.74,20.23
153291,2025-04,Consumer Durables,4.88,14.64
153291,2025-04,Electric Equipment,3.88,11.67
153291,2025-04,Transporation,3.63,10.91
153291,2025-04,Internet and Technology,3.55,10.67
153291,2025-04,Cement,2.79,8.38
153291,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.06,6.17
153291,2025-04,Beverages,1.82,5.47
153291,2025-04,Leisure Products,1.7,5.12
151792,2025-04,Govt-Sec,26.47,426.64
151792,2025-04,Finance,21.86,352.02
151792,2025-04,Banks,15.02,241.98
151792,2025-04,Commodity,10.09,162.48
151792,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,5.02,80.88
151792,2025-04,Telecom,3.74,60.09
151792,2025-04,Petroleum Products,3.48,56.12
151792,2025-04,Mutual Fund Units,2.56,41.34
151792,2025-04,Cement,1.89,30.37
151792,2025-04,Aerospace & Defence,1.49,23.97
151792,2025-04,Automobiles,1.41,22.81
151792,2025-04,Minerals & Mining,1.05,16.91
151792,2025-04,Consumer Services,0.94,15.13
151792,2025-04,Internet and Technology,0.76,12.23
151792,2025-04,Pharmaceuticals,0.74,12.01
151792,2025-04,Agriculture,0.58,9.29
151792,2025-04,Non Ferrous Metals,0.55,8.83
151792,2025-04,Retailing,0.43,6.9
151792,2025-04,Ferrous Metal,0.41,6.51
151792,2025-04,Consumer Durables,0.3,4.91
151792,2025-04,Insurance,0.3,4.92
151792,2025-04,Leisure Products,0.17,2.79
151792,2025-04,Real Estate,0.15,2.39
151792,2025-04,Electric Equipment,0.14,2.33
151792,2025-04,Industrial Products,0.14,2.3
151792,2025-04,Oil & Gas,0.13,2.02
151792,2025-04,Transporation,0.1,1.55
151792,2025-04,Power,0.04,0.69
151792,2025-04,Diversified FMCG,0.03,0.56
151792,2025-04,Diversified Metals & Mining,0.01,0.1
151792,2025-04,Personal Products,0.01,0.13
153274,2025-04,Finance,13.89,20.88
153274,2025-04,Banks,13.22,19.87
153274,2025-04,Automobiles,8.03,12.05
153274,2025-04,Consumer Durables,5.95,8.93
153274,2025-04,Cement,5.47,8.23
153274,2025-04,Health Care,4.91,7.38
153274,2025-04,Leisure Products,4.41,6.64
153274,2025-04,Telecom,3.91,5.87
153274,2025-04,Real Estate,3.8,5.71
153274,2025-04,Electric Equipment,3.38,5.09
153274,2025-04,Petroleum Products,3.37,5.06
153274,2025-04,Aerospace & Defence,3.34,5.02
153274,2025-04,Diversified Metals & Mining,3.21,4.82
153274,2025-04,Internet and Technology,2.76,4.16
153274,2025-04,Transporation,2.68,4.03
153274,2025-04,Beverages,2.6,3.91
153274,2025-04,Pharmaceuticals,2.55,3.83
153274,2025-04,Industrial Products,2.25,3.38
153274,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.24,3.35
153274,2025-04,Chemicals,2.2,3.31
153274,2025-04,Fertilizers,2.13,3.2
153274,2025-04,Retailing,2.05,3.07
153274,2025-04,Insurance,1.65,2.47
120357,2025-04,Retailing,13.58,917.82
120357,2025-04,Banks,9.59,649.05
120357,2025-04,Health Care,8.28,560.74
120357,2025-04,Real Estate,7.49,507.21
120357,2025-04,Finance,7.49,506.85
120357,2025-04,Capital Markets,6.45,436.65
120357,2025-04,Pharmaceuticals,6.1,412.79
120357,2025-04,Industrial Products,5.96,403.96
120357,2025-04,Consumer Durables,5.39,365.22
120357,2025-04,Transporation,4.75,321.36
120357,2025-04,Insurance,4.01,271.2
120357,2025-04,Leisure Products,3.85,260.43
120357,2025-04,Automobiles,3.84,259.45
120357,2025-04,Internet and Technology,3.38,228.76
120357,2025-04,Electric Equipment,2.98,201.56
120357,2025-04,Cement,2.66,179.73
120357,2025-04,Telecom,1.98,134.23
120357,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.36,89.62
120357,2025-04,Ferrous Metal,0.86,58.41
152380,2025-04,ETF Units,16.78,343.0
152380,2025-04,Banks,12.74,260.43
152380,2025-04,Retailing,9.48,193.53
152380,2025-04,Finance,6.84,139.44
152380,2025-04,Electric Equipment,5.87,119.93
152380,2025-04,Automobiles,5.54,113.17
152380,2025-04,Consumer Durables,5.4,110.2
152380,2025-04,Govt-Sec,4.72,96.37
152380,2025-04,Telecom,4.64,94.67
152380,2025-04,Capital Markets,4.1,83.8
152380,2025-04,Pharmaceuticals,3.97,80.97
152380,2025-04,Aerospace & Defence,3.59,73.34
152380,2025-04,Health Care,3.4,69.53
152380,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.79,56.79
152380,2025-04,Internet and Technology,2.52,51.8
152380,2025-04,Diversified FMCG,2.03,41.43
152380,2025-04,Cement,1.58,32.36
152380,2025-04,Industrial Products,1.19,24.42
152380,2025-04,Personal Products,0.98,20.11
152380,2025-04,Others,0.97,19.9
152380,2025-04,Agriculture,0.48,9.82
152380,2025-04,Real Estate,0.17,3.48
152380,2025-04,Power,0.14,2.86
152380,2025-04,Construction,0.07,1.47
152380,2025-04,Leisure Products,0.01,0.16
120492,2025-04,Banks,20.19,1135.3
120492,2025-04,Internet and Technology,7.82,440.15
120492,2025-04,Finance,7.28,409.64
120492,2025-04,Leisure Products,6.03,339.16
120492,2025-04,Pharmaceuticals,5.77,324.48
120492,2025-04,Automobiles,4.83,271.84
120492,2025-04,Telecom,3.89,219.05
120492,2025-04,Industrial Products,3.88,218.25
120492,2025-04,Cigarettes/Tobacco,3.61,203.27
120492,2025-04,Construction,3.12,175.49
120492,2025-04,Power,3.08,173.46
120492,2025-04,Cement,2.92,164.28
120492,2025-04,Chemicals,2.69,151.2
120492,2025-04,Consumer Durables,2.61,146.65
120492,2025-04,Electric Equipment,2.49,140.02
120492,2025-04,Health Care,2.49,139.91
120492,2025-04,Consumer Services,1.77,99.73
120492,2025-04,Textiles,1.77,99.29
120492,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.68,94.28
120492,2025-04,Beverages,1.67,93.72
120492,2025-04,Retailing,1.64,92.32
120492,2025-04,Oil & Gas,1.47,82.68
120492,2025-04,Aerospace & Defence,1.4,78.54
120492,2025-04,Capital Markets,1.31,73.62
120492,2025-04,Retail,1.2,67.77
120492,2025-04,Non Ferrous Metals,1.19,67.15
120492,2025-04,Transporation,1.17,65.62
120492,2025-04,Petroleum Products,1.04,58.37
152796,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,27.85,486.21
152796,2025-04,Consumer Durables,19.18,334.74
152796,2025-04,Internet and Technology,18.28,319.11
152796,2025-04,Industrial Products,16.68,291.0
152796,2025-04,Retailing,10.52,183.75
152796,2025-04,Finance,6.45,112.56
152796,2025-04,Health Care,5.64,98.43
152796,2025-04,Electric Equipment,5.14,89.72
152796,2025-04,Telecom,3.24,56.53
152796,2025-04,Pharmaceuticals,1.63,28.45
152796,2025-04,Chemicals,0.93,16.17
152796,2025-04,Derivatives(Index/Stock Futures),-15.53,-271.13
117608,2025-04,Mutual Fund Units,58.77,38.17
117608,2025-04,ETF Units,38.3,24.87
117608,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.93,1.91
153109,2025-04,Finance,12.48,50.35
153109,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,9.93,40.08
153109,2025-04,Consumer Durables,9.75,39.41
153109,2025-04,Pharmaceuticals,9.37,37.79
153109,2025-04,Health Care,8.29,33.44
153109,2025-04,Chemicals,6.09,24.56
153109,2025-04,Fertilizers,6.09,24.59
153109,2025-04,Industrial Products,5.54,22.37
153109,2025-04,Commercial Services,4.22,17.03
153109,2025-04,Banks,4.12,16.63
153109,2025-04,Ferrous Metal,3.94,15.89
153109,2025-04,Capital Markets,2.44,9.87
153109,2025-04,Transporation,2.12,8.56
153109,2025-04,Leisure Products,2.1,8.48
153109,2025-04,Electric Equipment,2.09,8.46
153109,2025-04,Gas,2.09,8.45
153109,2025-04,Telecom,2.08,8.39
153109,2025-04,Retail,2.01,8.12
153109,2025-04,Unspecified,1.95,7.88
153109,2025-04,Retailing,1.69,6.83
153109,2025-04,Beverages,1.54,6.23
153109,2025-04,Govt-Sec,0.07,0.3
147704,2025-04,Electric Equipment,22.45,2060.36
147704,2025-04,Aerospace & Defence,14.11,1294.73
147704,2025-04,Retailing,13.27,1218.11
147704,2025-04,Finance,9.73,892.96
147704,2025-04,Consumer Durables,9.0,825.6
147704,2025-04,Industrial Products,6.34,581.88
147704,2025-04,Real Estate,5.73,525.95
147704,2025-04,Capital Markets,4.78,438.64
147704,2025-04,Telecom,3.87,355.04
147704,2025-04,Automobiles,3.24,297.74
147704,2025-04,Chemicals,3.13,287.3
147704,2025-04,Pharmaceuticals,2.28,209.16
147704,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.53,139.68
147704,2025-04,Derivatives(Index/Stock Futures),0.54,49.23
152789,2025-04,Banks,17.05,91.0
152789,2025-04,Power,12.33,65.82
152789,2025-04,Capital Markets,8.59,45.85
152789,2025-04,Retailing,8.04,43.0
152789,2025-04,Finance,7.85,41.94
152789,2025-04,Consumer Durables,6.71,35.84
152789,2025-04,Electric Equipment,5.31,28.36
152789,2025-04,Industrial Products,4.2,22.42
152789,2025-04,Telecom,2.9,15.48
152789,2025-04,Internet and Technology,2.59,13.86
152789,2025-04,Textiles,2.52,13.45
152789,2025-04,Automobiles,2.44,13.02
152789,2025-04,Pharmaceuticals,2.31,12.32
152789,2025-04,Cement,2.28,12.2
152789,2025-04,Entertainment,1.52,8.12
152789,2025-04,Miscellaneous,1.47,7.83
152789,2025-04,Real Estate,1.38,7.39
152789,2025-04,Transporation,1.38,7.35
152789,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.38,7.3
152789,2025-04,Health Care,1.31,6.98
152789,2025-04,Petroleum Products,1.29,6.88
152789,2025-04,Leisure Products,1.14,6.07
152789,2025-04,Retail,1.03,5.51
152789,2025-04,Paper,0.97,5.18
152789,2025-04,Construction,0.72,3.83
152789,2025-04,IT - Hardware,0.71,3.81
152789,2025-04,Chemicals,0.56,3.02
152789,2025-04,Govt-Sec,0.02,0.1
118275,2025-04,Banks,19.47,2453.78
118275,2025-04,Automobiles,8.57,1081.7
118275,2025-04,Internet and Technology,7.58,955.84
118275,2025-04,Pharmaceuticals,6.34,799.77
118275,2025-04,Finance,5.72,721.39
118275,2025-04,Retailing,4.97,627.21
118275,2025-04,Petroleum Products,3.74,471.85
118275,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.32,415.0
118275,2025-04,Capital Markets,3.16,398.71
118275,2025-04,Electric Equipment,3.16,399.04
118275,2025-04,Power,3.1,390.94
118275,2025-04,Cement,2.98,375.31
118275,2025-04,Telecom,2.87,362.07
118275,2025-04,Insurance,2.69,340.07
118275,2025-04,Consumer Durables,2.42,304.66
118275,2025-04,Diversified FMCG,2.39,300.91
118275,2025-04,Construction,2.36,297.77
118275,2025-04,Aerospace & Defence,2.23,281.12
118275,2025-04,Industrial Products,2.05,258.0
118275,2025-04,Agriculture,1.75,220.25
118275,2025-04,Beverages,1.32,166.45
118275,2025-04,Health Care,1.32,166.49
118275,2025-04,Transporation,1.23,154.93
118275,2025-04,Real Estate,1.14,144.22
118275,2025-04,Chemicals,0.91,115.18
118275,2025-04,Fertilizers,0.81,102.46
118275,2025-04,Personal Products,0.8,100.78
118275,2025-04,Household Appliances,0.67,84.57
118275,2025-04,Non Ferrous Metals,0.49,62.17
118275,2025-04,Leisure Products,0.44,55.98
152941,2025-04,Banks,21.67,63.53
152941,2025-04,Finance,14.75,43.24
152941,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,6.78,19.95
152941,2025-04,Capital Markets,6.33,18.55
152941,2025-04,Electric Equipment,5.2,15.24
152941,2025-04,Industrial Products,4.5,13.21
152941,2025-04,Petroleum Products,4.23,12.39
152941,2025-04,Health Care,4.2,12.31
152941,2025-04,Transporation,4.01,11.75
152941,2025-04,Automobiles,3.75,10.99
152941,2025-04,Retailing,3.46,10.14
152941,2025-04,Real Estate,3.44,10.07
152941,2025-04,Telecom,3.32,9.73
152941,2025-04,Power,3.22,9.44
152941,2025-04,Insurance,2.92,8.57
152941,2025-04,Pharmaceuticals,2.47,7.26
152941,2025-04,Internet and Technology,2.43,7.11
152941,2025-04,Aerospace & Defence,1.48,4.34
152941,2025-04,Beverages,1.43,4.2
152941,2025-04,Textiles,0.41,1.21
148651,2025-04,Banks,23.71,2934.3
148651,2025-04,Automobiles,9.97,1233.07
148651,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,8.08,999.18
148651,2025-04,Construction,6.66,824.18
148651,2025-04,Insurance,6.23,770.71
148651,2025-04,Cement,6.01,745.8
148651,2025-04,Petroleum Products,5.25,649.77
148651,2025-04,Pharmaceuticals,4.65,576.94
148651,2025-04,Industrial Products,4.12,509.6
148651,2025-04,Power,3.71,459.49
148651,2025-04,Telecom,3.45,426.68
148651,2025-04,Overseas ETF Units,2.83,350.81
148651,2025-04,Transporation,2.55,314.82
148651,2025-04,Real Estate,1.75,216.49
148651,2025-04,Capital Markets,1.7,209.3
148651,2025-04,Electric Equipment,1.38,170.36
148651,2025-04,Chemicals,1.31,162.85
148651,2025-04,Consumer Durables,0.89,109.62
148651,2025-04,Govt-Sec,0.84,104.1
148651,2025-04,Diversified Metals & Mining,0.83,102.7
148651,2025-04,Non Ferrous Metals,0.82,101.22
148651,2025-04,Textiles,0.71,87.59
148651,2025-04,Internet and Technology,0.64,79.07
148651,2025-04,Agriculture,0.62,76.27
148651,2025-04,Retailing,0.3,36.6
148651,2025-04,Fertilizers,0.23,28.25
148651,2025-04,Gas,0.21,26.28
148651,2025-04,Health Care,0.19,23.34
148651,2025-04,Oil & Gas,0.16,19.07
148651,2025-04,Aerospace & Defence,0.09,11.03
148651,2025-04,Diversified,0.09,11.0
148651,2025-04,Finance,0.03,4.33
148651,2025-04,Derivatives(Index/Stock Futures),0.0,0.23
153083,2025-04,Internet and Technology,11.32,146.39
153083,2025-04,Finance,10.94,141.48
153083,2025-04,Banks,8.88,114.84
153083,2025-04,Capital Markets,7.91,102.29
153083,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,7.58,98.06
153083,2025-04,Telecom,6.44,83.32
153083,2025-04,Fertilizers,5.87,75.89
153083,2025-04,Automobiles,5.19,67.04
153083,2025-04,Consumer Durables,4.55,58.89
153083,2025-04,Pharmaceuticals,4.43,57.26
153083,2025-04,Chemicals,4.31,55.72
153083,2025-04,Beverages,3.97,51.42
153083,2025-04,Retailing,3.7,47.9
153083,2025-04,Commercial Services,3.35,43.34
153083,2025-04,Oil & Gas,2.54,32.9
153083,2025-04,Electric Equipment,2.13,27.56
153083,2025-04,Real Estate,1.78,23.0
153083,2025-04,Health Care,1.73,22.42
153083,2025-04,Transporation,1.41,18.24
153083,2025-04,Gas,0.81,10.41
153083,2025-04,Power,0.65,8.35
153083,2025-04,Cement,0.5,6.47
152474,2025-04,Govt-Sec,41.14,13.95
152474,2025-04,ETF Units,12.28,4.16
152474,2025-04,Banks,12.09,4.1
152474,2025-04,Internet and Technology,7.31,2.47
152474,2025-04,Automobiles,5.18,1.76
152474,2025-04,Insurance,4.4,1.5
152474,2025-04,Finance,3.17,1.07
152474,2025-04,Consumer Durables,2.49,0.85
152474,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.49,0.84
152474,2025-04,Telecom,1.99,0.67
152474,2025-04,Pharmaceuticals,1.77,0.6
152474,2025-04,Power,1.23,0.42
152474,2025-04,Cement,1.21,0.41
152474,2025-04,Ferrous Metal,0.86,0.29
152474,2025-04,Diversified FMCG,0.82,0.28
152474,2025-04,Gas,0.8,0.27
