scheme_code,as_on_date,sector,holding_perc,market_value
152408,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,5.09,95.61
152408,2025-04,Leisure Products,4.76,89.21
152408,2025-04,Automobiles,4.03,75.35
152408,2025-04,Petroleum Products,3.9,72.92
152408,2025-04,Cement,3.73,69.66
152408,2025-04,Diversified FMCG,3.28,61.26
152408,2025-04,Consumer Durables,3.22,60.14
152408,2025-04,Telecom,2.49,46.55
152408,2025-04,Chemicals,2.39,44.64
152408,2025-04,Transporation,2.34,43.78
152408,2025-04,Beverages,2.12,39.71
152408,2025-04,Real Estate,2.04,38.05
152408,2025-04,Textiles,1.96,36.62
152408,2025-04,Agriculture,1.72,32.14
152408,2025-04,Construction,1.66,31.1
152408,2025-04,Electric Equipment,1.54,28.86
152408,2025-04,Ferrous Metal,1.29,24.14
152408,2025-04,Aerospace & Defence,1.24,23.17
152408,2025-04,Insurance,1.24,23.12
152408,2025-04,Capital Markets,1.03,19.32
152408,2025-04,Retail,0.99,18.49
152408,2025-04,Non Ferrous Metals,0.93,17.45
152408,2025-04,Diversified,0.89,16.67
152408,2025-04,Personal Products,0.82,15.27
152408,2025-04,Industrial Products,0.7,13.13
152408,2025-04,Retailing,0.48,8.96
152408,2025-04,Fertilizers,0.25,4.76
152408,2025-04,Derivatives(Index/Stock Futures),-2.92,-54.72
148053,2025-04,Commodity,17.29,635.9
148053,2025-04,Banks,16.77,617.69
148053,2025-04,Govt-Sec,9.12,335.73
148053,2025-04,Petroleum Products,5.07,186.78
148053,2025-04,Telecom,4.56,168.1
148053,2025-04,Finance,4.32,158.99
148053,2025-04,Internet and Technology,3.73,136.97
148053,2025-04,Automobiles,3.61,132.76
148053,2025-04,Construction,3.56,130.49
148053,2025-04,Health Care,3.28,120.7
148053,2025-04,Pharmaceuticals,3.16,116.17
148053,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.01,110.01
148053,2025-04,Fertilizers,3.01,110.56
148053,2025-04,Power,2.85,105.06
148053,2025-04,Cement,2.8,102.64
148053,2025-04,Insurance,2.73,100.47
148053,2025-04,Real Estate,2.02,74.46
148053,2025-04,Industrial Products,1.76,65.17
148053,2025-04,Transporation,1.39,51.12
148053,2025-04,Electric Equipment,0.97,35.8
148053,2025-04,Diversified FMCG,0.95,35.12
148053,2025-04,Mutual Fund Units,0.79,28.95
148053,2025-04,Consumer Durables,0.68,25.08
148053,2025-04,Leisure Products,0.64,23.6
148053,2025-04,Gas,0.6,22.22
148053,2025-04,Capital Markets,0.48,17.72
148053,2025-04,Textiles,0.35,13.0
148053,2025-04,Non Ferrous Metals,0.26,9.45
148053,2025-04,Entertainment,0.24,8.72
120425,2025-04,Govt-Sec,32.77,2396.33
120425,2025-04,Finance,26.96,1972.25
120425,2025-04,Banks,11.94,872.89
120425,2025-04,Real Estate,7.57,553.36
120425,2025-04,Infrastructure,7.31,532.99
120425,2025-04,Health Care,4.61,336.55
120425,2025-04,Consumer Staples,2.13,156.25
120425,2025-04,Others,1.81,132.06
120425,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.75,128.45
120425,2025-04,Power,1.35,98.38
120425,2025-04,Chemicals,0.69,50.51
120425,2025-04,Telecom,0.69,50.23
120425,2025-04,Alternative Investment Fund,0.45,32.98
119350,2025-04,Banks,18.16,68.34
119350,2025-04,Insurance,6.64,25.03
119350,2025-04,Finance,6.58,24.79
119350,2025-04,Ferrous Metal,6.45,24.31
119350,2025-04,Automobiles,5.91,22.24
119350,2025-04,Pharmaceuticals,5.51,20.75
119350,2025-04,Internet and Technology,4.97,18.69
119350,2025-04,Petroleum Products,4.32,16.27
119350,2025-04,Construction,3.97,14.94
119350,2025-04,Telecom,3.84,14.44
119350,2025-04,Power,3.53,13.29
119350,2025-04,Health Care,3.49,13.15
119350,2025-04,Retailing,3.13,11.78
119350,2025-04,Real Estate,2.87,10.8
119350,2025-04,Retail,2.75,10.37
119350,2025-04,Diversified Metals & Mining,2.73,10.29
119350,2025-04,Oil & Gas,2.14,8.04
119350,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.74,6.49
119350,2025-04,Chemicals,1.62,6.08
119350,2025-04,Entertainment,1.55,5.83
119350,2025-04,Consumer Durables,1.44,5.41
119350,2025-04,Industrial Products,1.41,5.29
119350,2025-04,Fertilizers,1.29,4.85
119350,2025-04,Agriculture,1.08,4.07
119350,2025-04,Cement,1.06,4.0
119350,2025-04,Electric Equipment,0.87,3.27
119350,2025-04,Aerospace & Defence,0.84,3.15
119350,2025-04,Govt-Sec,0.11,0.43
118769,2025-04,Banks,21.54,20.63
118769,2025-04,Finance,7.93,7.59
118769,2025-04,Petroleum Products,7.12,6.82
118769,2025-04,Pharmaceuticals,6.45,6.18
118769,2025-04,Internet and Technology,5.81,5.56
118769,2025-04,Automobiles,5.68,5.45
118769,2025-04,Construction,4.71,4.51
118769,2025-04,Telecom,3.7,3.54
118769,2025-04,Aerospace & Defence,3.12,2.98
118769,2025-04,Power,2.96,2.84
118769,2025-04,Capital Markets,2.51,2.41
118769,2025-04,Transporation,2.47,2.36
118769,2025-04,Beverages,2.45,2.35
118769,2025-04,Diversified Metals & Mining,2.41,2.31
118769,2025-04,Agriculture,2.23,2.13
118769,2025-04,Cement,2.14,2.05
118769,2025-04,Textiles,2.14,2.05
118769,2025-04,Leisure Products,1.97,1.89
118769,2025-04,Non Ferrous Metals,1.96,1.87
118769,2025-04,Insurance,1.94,1.86
118769,2025-04,Personal Products,1.93,1.85
118769,2025-04,Consumer Durables,1.89,1.81
118769,2025-04,Fertilizers,1.85,1.77
118769,2025-04,Chemicals,1.57,1.5
118769,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,1.52,1.44
132989,2025-04,Mutual Fund Units,79.86,54.8
132989,2025-04,ETF Units,15.3,10.5
132989,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,4.84,3.32
149141,2025-04,Banks,20.98,118.56
149141,2025-04,Pharmaceuticals,10.58,59.8
149141,2025-04,Internet and Technology,9.79,55.29
149141,2025-04,Automobiles,8.66,48.84
149141,2025-04,Petroleum Products,5.37,30.35
149141,2025-04,Electric Equipment,4.84,27.35
149141,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,4.25,24.09
149141,2025-04,Construction,3.72,21.05
149141,2025-04,Industrial Products,3.27,18.45
149141,2025-04,Power,3.19,18.01
149141,2025-04,Retailing,3.06,17.29
149141,2025-04,Beverages,2.91,16.44
149141,2025-04,Finance,2.51,14.2
149141,2025-04,Diversified FMCG,2.42,13.7
149141,2025-04,Telecom,2.08,11.75
149141,2025-04,Retail,1.71,9.67
149141,2025-04,Cement,1.58,8.91
149141,2025-04,Real Estate,1.38,7.79
149141,2025-04,Chemicals,1.31,7.41
149141,2025-04,Aerospace & Defence,1.15,6.5
149141,2025-04,Insurance,1.07,6.02
149141,2025-04,Agriculture,1.02,5.77
149141,2025-04,Govt-Sec,1.02,5.78
149141,2025-04,Health Care,0.98,5.55
149141,2025-04,Consumer Durables,0.97,5.51
149141,2025-04,Entertainment,0.56,3.16
149141,2025-04,Transporation,0.27,1.51
149141,2025-04,Derivatives(Index/Stock Futures),-0.65,-3.63
152684,2025-04,Finance,16.56,404.93
152684,2025-04,Pharmaceuticals,15.92,389.61
152684,2025-04,Banks,15.52,379.51
152684,2025-04,Fertilizers,5.71,139.73
152684,2025-04,Internet and Technology,5.7,139.5
152684,2025-04,Cement,4.57,111.88
152684,2025-04,Telecom,3.88,95.0
152684,2025-04,Health Care,3.53,86.46
152684,2025-04,Beverages,3.46,84.71
152684,2025-04,Agriculture,3.2,78.2
152684,2025-04,Chemicals,3.0,73.33
152684,2025-04,Automobiles,2.77,67.66
152684,2025-04,Retailing,2.7,66.09
152684,2025-04,Industrial Products,2.49,60.97
152684,2025-04,Transporation,1.92,46.86
152684,2025-04,Capital Markets,1.88,45.99
152684,2025-04,Non Ferrous Metals,1.85,45.32
152684,2025-04,Real Estate,1.75,42.84
152684,2025-04,Consumer Durables,1.37,33.45
152684,2025-04,Power,0.9,21.91
152684,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,0.76,18.64
152684,2025-04,Leisure Products,0.58,14.21
151745,2025-04,Govt-Sec,25.91,498.54
151745,2025-04,Banks,14.25,274.46
151745,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,13.54,259.03
151745,2025-04,Finance,9.04,173.78
151745,2025-04,REIT/InvIT,8.53,164.04
151745,2025-04,ETF Units,3.11,59.85
151745,2025-04,Fertilizers,3.01,57.91
151745,2025-04,Internet and Technology,2.31,44.45
151745,2025-04,Cement,2.07,39.85
151745,2025-04,Telecom,1.63,31.31
151745,2025-04,Automobiles,1.51,29.21
151745,2025-04,Pharmaceuticals,1.47,28.32
151745,2025-04,Retailing,1.37,26.48
151745,2025-04,Chemicals,1.29,24.94
151745,2025-04,Overseas ETF Units,1.08,20.82
151745,2025-04,Petroleum Products,1.06,20.43
151745,2025-04,Consumer Durables,1.05,20.27
151745,2025-04,Construction,0.74,14.25
151745,2025-04,Electric Equipment,0.65,12.31
151745,2025-04,Insurance,0.63,12.04
151745,2025-04,Personal Products,0.59,11.27
151745,2025-04,Ferrous Metal,0.58,11.29
151745,2025-04,Health Care,0.57,11.09
151745,2025-04,Retail,0.51,9.89
151745,2025-04,Power,0.47,9.14
151745,2025-04,Oil & Gas,0.45,8.55
151745,2025-04,Aerospace & Defence,0.45,8.66
151745,2025-04,Transporation,0.43,8.35
151745,2025-04,Non Ferrous Metals,0.3,5.83
151745,2025-04,Agriculture,0.26,4.96
151745,2025-04,Household Appliances,0.25,4.78
151745,2025-04,Beverages,0.21,4.02
151745,2025-04,Industrial Products,0.2,3.95
151745,2025-04,Capital Markets,0.2,3.91
151745,2025-04,Leisure Products,0.16,3.14
151745,2025-04,Commercial Services,0.12,2.33
151881,2025-04,Banks,14.27,98.47
151881,2025-04,Finance,12.16,83.88
151881,2025-04,Pharmaceuticals,10.9,75.28
151881,2025-04,Health Care,6.18,42.62
151881,2025-04,Fertilizers,5.59,38.58
151881,2025-04,Consumer Durables,5.38,37.15
151881,2025-04,Telecom,5.19,35.88
151881,2025-04,Cement,4.62,31.93
151881,2025-04,Beverages,4.05,27.95
151881,2025-04,Transporation,3.91,26.98
151881,2025-04,Automobiles,3.24,22.38
151881,2025-04,Internet and Technology,2.82,19.46
151881,2025-04,Retail,2.67,18.44
151881,2025-04,Textiles,2.27,15.68
151881,2025-04,Chemicals,2.23,15.43
151881,2025-04,Capital Markets,2.08,14.35
151881,2025-04,Non Ferrous Metals,1.73,11.96
151881,2025-04,Agriculture,1.71,11.8
151881,2025-04,Ferrous Metal,1.71,11.81
151881,2025-04,Insurance,1.2,8.34
151881,2025-04,Real Estate,1.09,7.47
151881,2025-04,Leisure Products,1.0,6.94
151881,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,0.98,6.94
151881,2025-04,Personal Products,0.7,4.86
151881,2025-04,Gas,0.54,3.7
151881,2025-04,Diversified Metals & Mining,0.46,3.18
151881,2025-04,Retailing,0.46,3.16
151881,2025-04,Power,0.43,2.96
151881,2025-04,Electric Equipment,0.35,2.44
151881,2025-04,Mutual Fund Units,0.08,0.56
148771,2025-04,Govt-Sec,66.93,385.8
148771,2025-04,Finance,13.99,80.69
148771,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,8.28,47.72
148771,2025-04,Banks,5.67,32.68
148771,2025-04,Telecom,4.56,26.29
148771,2025-04,Alternative Investment Fund,0.57,3.31
152045,2025-04,Banks,13.0,152.91
152045,2025-04,Internet and Technology,9.22,108.32
152045,2025-04,Finance,7.39,86.88
152045,2025-04,Petroleum Products,7.31,85.94
152045,2025-04,Pharmaceuticals,6.93,81.31
152045,2025-04,Automobiles,6.58,77.2
152045,2025-04,Industrial Products,5.53,64.87
152045,2025-04,Diversified FMCG,5.21,61.23
152045,2025-04,Cement,4.59,53.9
152045,2025-04,Agriculture,4.09,47.95
152045,2025-04,Consumer Durables,3.54,41.55
152045,2025-04,Power,3.44,40.38
152045,2025-04,Ferrous Metal,3.43,40.32
152045,2025-04,Telecom,2.8,32.96
152045,2025-04,Non Ferrous Metals,1.94,22.79
152045,2025-04,Consumer Services,1.91,22.47
152045,2025-04,Oil & Gas,1.71,20.04
152045,2025-04,Gas,1.54,18.06
152045,2025-04,Chemicals,1.34,15.76
152045,2025-04,Retailing,1.32,15.52
152045,2025-04,Construction,1.26,14.82
152045,2025-04,Fertilizers,1.21,14.17
152045,2025-04,Textiles,0.89,10.46
152045,2025-04,Paper,0.81,9.5
152045,2025-04,Electric Equipment,0.76,8.88
152045,2025-04,Real Estate,0.67,7.91
152045,2025-04,Personal Products,0.55,6.41
152045,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,0.46,6.03
152045,2025-04,Media & Entertainment,0.44,5.17
152045,2025-04,Leisure Products,0.13,1.56
118961,2025-04,Govt-Sec,34.61,5197.56
118961,2025-04,Finance,32.89,4938.36
118961,2025-04,Banks,15.13,2275.12
118961,2025-04,Others,4.15,623.55
118961,2025-04,Power,4.1,614.07
118961,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.9,433.68
118961,2025-04,Logistics,1.63,245.04
118961,2025-04,Chemicals,1.55,232.75
118961,2025-04,Infrastructure,1.33,198.59
118961,2025-04,Telecom,0.84,126.34
118961,2025-04,Diversified,0.34,50.61
118961,2025-04,Alternative Investment Fund,0.29,43.37
118961,2025-04,Commodity,0.17,25.62
118961,2025-04,Consumer Staples,0.07,10.12
152226,2025-04,Banks,18.74,298.91
152226,2025-04,Finance,8.16,130.26
152226,2025-04,Internet and Technology,7.21,115.04
152226,2025-04,Pharmaceuticals,5.55,88.38
152226,2025-04,Retailing,4.98,79.3
152226,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,4.73,74.79
152226,2025-04,Govt-Sec,4.34,69.35
152226,2025-04,Telecom,4.06,64.73
152226,2025-04,Automobiles,4.02,63.96
152226,2025-04,Insurance,3.32,53.12
152226,2025-04,Health Care,3.03,48.28
152226,2025-04,Petroleum Products,2.95,46.94
152226,2025-04,Electric Equipment,2.22,35.39
152226,2025-04,Retail,2.17,34.52
152226,2025-04,Industrial Products,2.09,33.19
152226,2025-04,REIT/InvIT,2.02,32.28
152226,2025-04,Capital Markets,1.89,30.24
152226,2025-04,Consumer Durables,1.85,29.59
152226,2025-04,Aerospace & Defence,1.7,27.2
152226,2025-04,Leisure Products,1.61,25.67
152226,2025-04,Personal Products,1.53,24.34
152226,2025-04,Cement,1.4,22.39
152226,2025-04,Construction,1.35,21.49
152226,2025-04,Transporation,1.22,19.5
152226,2025-04,Oil & Gas,1.1,17.57
152226,2025-04,Commercial Services,0.78,12.49
152226,2025-04,Real Estate,0.75,11.96
152226,2025-04,Gas,0.71,11.42
152226,2025-04,Power,0.65,10.26
152226,2025-04,Beverages,0.6,9.57
152226,2025-04,Chemicals,0.57,9.13
152226,2025-04,Ferrous Metal,0.56,8.86
152226,2025-04,Fertilizers,0.56,8.99
152226,2025-04,Diversified,0.5,7.9
152226,2025-04,Non Ferrous Metals,0.43,6.92
152226,2025-04,Household Appliances,0.31,4.91
152226,2025-04,Minerals & Mining,0.22,3.47
152226,2025-04,Textiles,0.12,1.94
119218,2025-04,Banks,23.6,3394.98
119218,2025-04,Pharmaceuticals,8.35,1201.02
119218,2025-04,Automobiles,7.98,1147.9
119218,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,6.86,985.54
119218,2025-04,Internet and Technology,6.01,865.77
119218,2025-04,Insurance,4.45,639.92
119218,2025-04,Finance,4.43,638.04
119218,2025-04,Telecom,3.98,572.33
119218,2025-04,Gas,3.69,531.43
119218,2025-04,Petroleum Products,3.51,505.14
119218,2025-04,Construction,2.61,376.22
119218,2025-04,Health Care,2.52,361.38
119218,2025-04,Consumer Durables,2.49,357.5
119218,2025-04,Diversified FMCG,2.35,338.2
119218,2025-04,Cement,2.15,308.13
119218,2025-04,Industrial Products,2.09,301.03
119218,2025-04,Power,1.67,239.73
119218,2025-04,Chemicals,1.62,232.63
119218,2025-04,Oil & Gas,1.44,206.79
119218,2025-04,Personal Products,1.35,194.7
119218,2025-04,Fertilizers,1.33,191.27
119218,2025-04,Ferrous Metal,1.3,187.7
119218,2025-04,Non Ferrous Metals,1.19,171.61
119218,2025-04,Real Estate,1.07,154.65
119218,2025-04,Transporation,0.83,120.06
119218,2025-04,Electric Equipment,0.57,82.48
119218,2025-04,Retail,0.43,61.45
119218,2025-04,Derivatives(Index/Stock Futures),0.13,19.32
152776,2025-04,Pharmaceuticals,15.52,1083.65
152776,2025-04,Retailing,13.85,966.69
152776,2025-04,Finance,10.17,710.31
152776,2025-04,Automobiles,9.3,649.59
152776,2025-04,Internet and Technology,6.95,485.18
152776,2025-04,Commercial Services,5.79,404.17
152776,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,5.76,403.14
152776,2025-04,Leisure Products,5.52,385.59
152776,2025-04,Transporation,5.45,380.28
152776,2025-04,Industrial Products,4.85,337.82
152776,2025-04,Telecom,4.58,320.12
152776,2025-04,Entertainment,3.27,228.2
152776,2025-04,Health Care,2.3,160.2
152776,2025-04,Electric Equipment,2.15,150.08
152776,2025-04,Consumer Services,2.1,146.62
152776,2025-04,Insurance,1.24,86.51
152776,2025-04,Govt-Sec,1.2,84.06
152443,2025-04,ETF Units,15.89,92.2
152443,2025-04,Banks,12.88,74.75
152443,2025-04,Govt-Sec,8.4,48.71
152443,2025-04,Finance,7.85,45.53
152443,2025-04,REIT/InvIT,7.49,43.47
152443,2025-04,Internet and Technology,5.66,32.78
152443,2025-04,Automobiles,5.4,31.35
152443,2025-04,Pharmaceuticals,3.55,20.58
152443,2025-04,Cement,3.33,19.3
152443,2025-04,Industrial Products,3.22,18.68
152443,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.99,17.39
152443,2025-04,Petroleum Products,2.99,17.39
152443,2025-04,Power,2.17,12.58
152443,2025-04,Diversified FMCG,2.16,12.55
152443,2025-04,Construction,1.95,11.3
152443,2025-04,Chemicals,1.93,11.19
152443,2025-04,Telecom,1.93,11.17
152443,2025-04,Gas,1.54,8.92
152443,2025-04,Fertilizers,1.31,7.58
152443,2025-04,Ferrous Metal,1.0,5.82
152443,2025-04,Retailing,0.95,5.53
152443,2025-04,Agriculture,0.89,5.17
152443,2025-04,Non Ferrous Metals,0.88,5.11
152443,2025-04,Insurance,0.85,4.95
152443,2025-04,Consumer Services,0.65,3.77
152443,2025-04,Consumer Durables,0.59,3.4
152443,2025-04,Oil & Gas,0.55,3.17
152443,2025-04,Beverages,0.54,3.13
152443,2025-04,Textiles,0.46,2.68
119566,2025-04,Banks,19.97,1308.28
119566,2025-04,Petroleum Products,6.87,450.04
119566,2025-04,Internet and Technology,6.59,431.43
119566,2025-04,Pharmaceuticals,6.42,420.28
119566,2025-04,Automobiles,5.81,380.22
119566,2025-04,Telecom,4.52,295.64
119566,2025-04,Cement,4.47,292.88
119566,2025-04,Consumer Durables,4.2,274.73
119566,2025-04,Finance,3.74,244.88
119566,2025-04,Health Care,3.63,237.99
119566,2025-04,Leisure Products,3.49,228.67
119566,2025-04,Retailing,2.73,178.65
119566,2025-04,Beverages,2.65,173.29
119566,2025-04,Power,2.62,172.06
119566,2025-04,Industrial Products,2.46,161.34
119566,2025-04,Mutual Fund Units,2.29,150.04
119566,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.25,147.77
119566,2025-04,Electric Equipment,2.15,140.24
119566,2025-04,Real Estate,2.06,135.55
119566,2025-04,Agriculture,1.84,120.78
119566,2025-04,Construction,1.8,117.77
119566,2025-04,Transporation,1.4,91.36
119566,2025-04,Fertilizers,1.25,81.9
119566,2025-04,Capital Markets,1.22,80.09
119566,2025-04,Aerospace & Defence,1.06,69.56
119566,2025-04,Diversified FMCG,1.0,65.79
119566,2025-04,Insurance,1.0,65.43
119566,2025-04,Personal Products,0.5,32.84
148993,2025-04,Banks,21.84,210.4
148993,2025-04,Internet and Technology,13.64,131.3
148993,2025-04,Pharmaceuticals,10.21,98.36
148993,2025-04,Telecom,6.83,65.76
148993,2025-04,Fertilizers,6.55,63.13
148993,2025-04,Finance,5.8,55.82
148993,2025-04,Non Ferrous Metals,4.06,39.15
148993,2025-04,Capital Markets,3.17,30.55
148993,2025-04,Transporation,3.04,29.24
148993,2025-04,Automobiles,2.69,25.87
148993,2025-04,Textiles,2.64,25.4
148993,2025-04,Aerospace & Defence,2.39,22.98
148993,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,2.02,19.48
148993,2025-04,Electric Equipment,1.87,18.05
148993,2025-04,Retailing,1.81,17.44
148993,2025-04,Agriculture,1.72,16.53
148993,2025-04,Gas,1.5,14.46
148993,2025-04,Petroleum Products,1.48,14.28
148993,2025-04,Chemicals,1.34,12.86
148993,2025-04,Insurance,1.24,11.99
148993,2025-04,Beverages,1.05,10.11
148993,2025-04,Household Appliances,1.05,10.1
148993,2025-04,Leisure Products,0.99,9.49
148993,2025-04,REIT/InvIT,0.59,5.66
148993,2025-04,Construction,0.47,4.57
118656,2025-04,Finance,44.66,3451.52
118656,2025-04,Govt-Sec,18.29,1414.01
118656,2025-04,Banks,17.52,1354.12
118656,2025-04,Telecom,4.86,375.86
118656,2025-04,Others,4.46,345.1
118656,2025-04,Power,3.92,303.08
118656,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.05,243.31
118656,2025-04,Infrastructure,1.81,139.57
118656,2025-04,Logistics,1.06,82.13
118656,2025-04,Alternative Investment Fund,0.28,21.68
118656,2025-04,Commodity,0.09,6.96
118656,2025-04,Interest Rate Swaps,0.0,-5.97
152314,2025-04,ETF Units,23.48,609.41
152314,2025-04,Banks,14.25,369.41
152314,2025-04,Govt-Sec,9.77,253.5
152314,2025-04,Internet and Technology,6.5,168.63
152314,2025-04,Automobiles,6.29,163.03
152314,2025-04,Petroleum Products,5.6,145.21
152314,2025-04,Telecom,5.4,140.18
152314,2025-04,Finance,5.02,130.04
152314,2025-04,Construction,3.22,83.62
152314,2025-04,Cement,2.53,65.66
152314,2025-04,Pharmaceuticals,2.4,62.41
152314,2025-04,Diversified FMCG,2.35,60.88
152314,2025-04,Retailing,2.06,53.41
152314,2025-04,Transporation,1.94,50.23
152314,2025-04,Consumer Durables,1.5,38.97
152314,2025-04,Real Estate,1.09,28.16
152314,2025-04,Gas,0.87,22.51
152314,2025-04,Agriculture,0.83,21.48
152314,2025-04,Ferrous Metal,0.83,21.62
152314,2025-04,Consumer Services,0.71,18.34
152314,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,0.68,17.38
152314,2025-04,Retail,0.56,14.48
152314,2025-04,Insurance,0.46,11.99
152314,2025-04,Fertilizers,0.4,10.45
152314,2025-04,Industrial Products,0.32,8.39
152314,2025-04,Non Ferrous Metals,0.3,7.89
152314,2025-04,Capital Markets,0.2,5.06
152314,2025-04,Leisure Products,0.16,4.15
152314,2025-04,Aerospace & Defence,0.1,2.49
152314,2025-04,Power,0.09,2.34
152314,2025-04,Minerals & Mining,0.06,1.59
152314,2025-04,Oil & Gas,0.02,0.61
118539,2025-04,Banks,12.16,788.22
118539,2025-04,Internet and Technology,9.22,597.7
118539,2025-04,Automobiles,6.79,439.99
118539,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,6.73,436.31
118539,2025-04,Petroleum Products,6.58,426.98
118539,2025-04,Pharmaceuticals,5.85,380.04
118539,2025-04,Telecom,5.63,364.92
118539,2025-04,Industrial Products,5.58,362.21
118539,2025-04,Health Care,5.06,328.35
118539,2025-04,Leisure Products,4.71,305.32
118539,2025-04,Finance,4.44,287.99
118539,2025-04,Retailing,4.3,279.18
118539,2025-04,Diversified FMCG,4.12,267.06
118539,2025-04,Insurance,2.42,157.16
118539,2025-04,Consumer Durables,2.3,149.21
118539,2025-04,Transporation,2.19,141.86
118539,2025-04,Real Estate,2.15,139.38
118539,2025-04,Chemicals,2.06,133.53
118539,2025-04,Fertilizers,1.99,129.32
118539,2025-04,Personal Products,1.62,104.76
118539,2025-04,Cement,1.52,98.69
118539,2025-04,Power,1.33,86.24
118539,2025-04,Construction,0.86,55.71
118539,2025-04,Govt-Sec,0.38,24.86
118539,2025-04,Derivatives(Index/Stock Futures),0.0,0.0
120826,2025-04,Petroleum Products,10.36,377.65
120826,2025-04,Construction,10.28,374.63
120826,2025-04,Pharmaceuticals,7.45,271.54
120826,2025-04,Transporation,6.97,253.95
120826,2025-04,Finance,6.52,237.86
120826,2025-04,Insurance,5.99,218.13
120826,2025-04,Automobiles,5.81,211.84
120826,2025-04,Ferrous Metal,5.78,210.52
120826,2025-04,Agriculture,5.42,197.66
120826,2025-04,Govt-Sec,5.25,191.54
120826,2025-04,Power,4.5,163.92
120826,2025-04,Retailing,4.27,155.63
120826,2025-04,Derivatives(Index/Stock Futures),3.96,144.16
120826,2025-04,Telecom,3.89,141.87
120826,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,3.38,123.07
120826,2025-04,Beverages,2.79,101.61
120826,2025-04,Retail,2.69,97.9
120826,2025-04,Cement,1.42,51.74
120826,2025-04,Internet and Technology,1.39,50.67
120826,2025-04,Diversified,1.01,36.73
120826,2025-04,Personal Products,0.54,19.66
120826,2025-04,Industrial Products,0.34,12.5
148600,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,13.97,18.22
148600,2025-04,Pharmaceuticals,10.07,13.13
148600,2025-04,Internet and Technology,8.75,11.4
148600,2025-04,Banks,7.68,10.0
148600,2025-04,Finance,7.58,9.87
148600,2025-04,Diversified FMCG,6.1,7.96
148600,2025-04,Automobiles,4.57,5.95
148600,2025-04,Petroleum Products,4.27,5.58
148600,2025-04,Oil & Gas,3.85,5.02
148600,2025-04,Electric Equipment,3.61,4.71
148600,2025-04,Fertilizers,2.93,3.83
148600,2025-04,Industrial Products,2.9,3.79
148600,2025-04,Telecom,2.72,3.55
148600,2025-04,Capital Markets,2.71,3.54
148600,2025-04,Gas,2.53,3.31
148600,2025-04,Retailing,2.5,3.28
148600,2025-04,Insurance,2.33,3.03
148600,2025-04,Consumer Services,1.85,2.41
148600,2025-04,Personal Products,1.85,2.41
148600,2025-04,Power,1.79,2.33
148600,2025-04,Minerals & Mining,1.48,1.93
148600,2025-04,Construction,1.04,1.35
148600,2025-04,Non Ferrous Metals,1.04,1.35
148600,2025-04,Retail,0.86,1.12
148600,2025-04,Cement,0.59,0.77
148600,2025-04,Transporation,0.45,0.59
148925,2025-04,Derivatives(Index/Stock Futures),19.37,368.5
148925,2025-04,Finance,15.9,302.34
148925,2025-04,Insurance,14.3,271.83
148925,2025-04,Petroleum Products,10.9,207.19
148925,2025-04,Construction,9.56,181.84
148925,2025-04,Power,7.41,141.01
148925,2025-04,Govt-Sec,5.64,107.2
148925,2025-04,Pharmaceuticals,4.29,81.69
148925,2025-04,Cement,3.78,71.9
148925,2025-04,Automobiles,3.46,65.77
148925,2025-04,Minerals & Mining,2.49,47.36
148925,2025-04,Electric Equipment,1.93,36.62
148925,2025-04,Entertainment,0.95,18.01
148925,2025-04,Oil & Gas,0.91,17.32
148925,2025-04,Chemicals,0.14,2.62
148925,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,-1.03,-19.63
120821,2025-04,Cash/Deposits/Margins/Treps/Repo/Swaps,25.97,852.43
120821,2025-04,Petroleum Products,10.42,341.89
120821,2025-04,Govt-Sec,10.35,340.11
120821,2025-04,ETF Units,9.89,324.58
120821,2025-04,Finance,9.45,310.26
120821,2025-04,Insurance,7.87,258.17
120821,2025-04,Construction,7.75,254.48
120821,2025-04,Electric Equipment,6.66,218.5
