scheme_code,year,Q1,Q2,H1,Q3,Q4,H2,annual,YTD
120035,2024,-5.17,-11.1,-17.44,9.56,-18.68,-11.23,-26.93,
152415,2024,-0.78,14.35,15.6,7.87,-17.07,-10.84,3.53,
152657,2024,,0.14,0.14,6.91,-15.74,-9.67,-8.98,
150643,2024,14.98,17.78,35.2,7.2,-15.72,-9.48,22.98,
152557,2024,,12.17,12.17,7.18,-15.71,-9.43,2.06,
152770,2024,,,,8.04,-15.08,-8.25,-8.25,
119279,2024,-3.74,0.69,-1.23,10.37,-14.83,-6.43,-7.6,
120035,2021,-11.28,22.85,7.27,-20.11,-14.17,-30.25,-25.3,
120731,2024,12.56,14.92,30.75,5.82,-13.99,-8.78,20.06,
152158,2024,14.32,14.89,33.03,8.63,-13.97,-6.25,25.91,
120847,2024,8.41,11.6,23.45,3.22,-13.92,-11.38,9.91,
152417,2024,0.13,9.37,11.56,6.88,-13.52,-7.87,3.05,
150518,2024,13.35,10.84,29.68,5.59,-13.49,-8.75,19.09,
149230,2024,-8.03,-5.42,-13.09,21.59,-13.42,5.6,-8.02,
150521,2024,7.35,12.72,23.74,6.86,-13.34,-7.37,15.76,
119028,2024,7.7,10.47,22.33,6.49,-13.33,-7.5,13.76,
152430,2024,3.11,12.29,18.22,5.67,-13.16,-7.88,10.03,
150452,2024,12.25,13.32,28.95,5.62,-13.07,-7.83,20.08,
151781,2024,12.15,13.87,29.38,5.72,-13.01,-7.68,20.69,
150716,2024,9.39,18.05,30.9,4.2,-13.0,-9.09,20.8,
150591,2024,12.49,11.99,28.63,5.66,-12.99,-7.71,19.93,
149800,2024,12.44,12.47,29.12,5.65,-12.92,-7.64,20.49,
120587,2024,-4.59,6.68,1.93,13.15,-12.79,-1.62,1.17,
148925,2024,13.39,9.77,27.39,3.31,-12.78,-10.11,14.87,
147844,2024,14.17,8.89,27.97,2.46,-12.71,-10.77,14.57,
146643,2024,4.32,4.84,10.04,11.92,-12.63,-2.2,8.06,
152931,2024,,,,,-12.55,-12.55,-12.55,
150487,2024,12.67,5.82,20.3,10.86,-12.51,-3.04,16.98,
151916,2024,12.59,14.0,31.48,7.56,-12.48,-5.8,25.25,
152616,2024,,3.99,3.99,10.92,-12.42,-2.87,1.3,
151757,2024,7.06,11.88,23.14,10.89,-12.35,-2.89,20.66,
120684,2024,13.59,16.1,34.06,6.86,-12.13,-5.88,27.37,
149288,2024,13.57,14.71,33.78,6.84,-12.12,-5.87,27.1,
149838,2024,13.6,14.97,34.09,6.84,-12.11,-5.88,27.39,
146381,2024,13.52,14.95,33.99,6.91,-12.09,-5.78,27.42,
151160,2024,13.55,15.96,33.85,6.84,-12.03,-5.78,27.3,
152189,2024,18.17,12.95,36.3,3.8,-11.95,-8.91,25.55,
152370,2024,1.9,6.76,9.75,9.93,-11.94,-3.24,6.67,
150639,2024,5.07,7.04,13.17,9.93,-11.94,-3.24,9.98,
141877,2024,5.15,6.77,13.25,9.95,-11.91,-3.19,10.12,
149107,2024,5.11,6.79,13.24,9.95,-11.91,-3.18,10.12,
148962,2024,5.12,6.74,13.19,9.96,-11.9,-3.16,10.08,
148646,2024,-2.69,-5.11,-8.02,21.49,-11.85,6.09,-2.54,
150899,2024,13.7,14.92,34.15,6.84,-11.83,-5.57,27.86,
147796,2024,13.61,14.87,33.99,6.85,-11.82,-5.55,27.74,
149790,2024,10.99,16.76,32.25,6.26,-11.82,-6.21,24.94,
120834,2024,9.86,7.47,20.34,6.3,-11.81,-6.56,12.8,
149466,2024,13.58,14.7,33.74,6.88,-11.8,-5.51,27.56,
148745,2024,13.56,16.05,33.97,6.9,-11.74,-5.42,27.9,
119277,2024,1.63,5.67,10.02,19.11,-11.74,6.32,16.32,
148454,2024,1.52,4.22,7.1,6.98,-11.71,-4.94,3.21,
151901,2024,13.95,17.87,36.75,6.11,-11.68,-5.96,29.58,
147662,2024,4.5,11.75,20.39,0.43,-11.67,-11.0,8.87,
149447,2024,13.3,16.07,33.7,6.79,-11.67,-5.44,27.61,
152336,2024,4.8,4.33,10.66,7.85,-11.62,-4.85,6.56,
150515,2024,11.01,18.06,32.49,6.1,-11.6,-6.02,25.25,
146513,2024,13.28,14.81,33.87,6.97,-11.57,-5.39,27.79,
149847,2024,4.41,10.5,17.08,6.73,-11.55,-5.45,11.33,
119705,2024,1.49,6.98,12.66,10.42,-11.49,-2.41,10.51,
149254,2024,1.38,9.62,12.31,10.32,-11.49,-2.25,10.77,
149870,2024,8.56,9.41,20.95,8.1,-11.44,-4.26,16.47,
148564,2024,9.17,10.32,22.28,9.29,-11.43,-3.61,18.53,
152755,2024,,,,0.13,-11.31,-11.34,-11.34,
118724,2024,5.63,12.45,19.54,12.99,-11.29,-0.26,20.42,
151881,2024,9.18,12.4,24.35,6.84,-11.27,-4.91,18.67,
151458,2024,-0.82,14.48,15.54,4.64,-11.26,-6.58,9.0,
151791,2024,10.72,9.39,23.65,3.0,-10.98,-8.6,14.23,
119243,2024,13.2,15.52,35.25,0.96,-10.97,-9.72,23.27,
149919,2024,7.24,6.11,14.78,7.57,-10.96,-4.3,10.45,
150685,2024,10.46,17.24,30.08,8.47,-10.95,-3.07,26.82,
152881,2024,,,,,-10.94,-10.94,-10.94,
135813,2024,4.23,11.06,19.82,5.91,-10.91,-5.18,14.45,
152875,2024,,,,0.0,-10.87,-10.51,-10.51,
120780,2024,5.32,12.83,19.35,13.43,-10.84,0.98,21.49,
118837,2024,0.95,12.67,14.9,14.96,-10.8,2.6,18.99,
149091,2024,4.15,11.34,16.87,9.33,-10.72,-2.78,14.41,
143903,2024,9.94,7.8,21.36,8.09,-10.7,-3.47,17.19,
146951,2024,5.05,7.58,13.77,14.0,-10.49,2.05,16.83,
118879,2024,6.56,13.36,23.91,5.63,-10.48,-5.23,18.28,
150443,2024,4.44,5.85,12.72,9.74,-10.45,-1.5,12.82,
152663,2024,,1.4,1.4,11.73,-10.39,0.02,1.95,
120819,2024,9.81,7.83,20.19,3.66,-10.39,-7.33,11.48,
150636,2024,5.07,4.91,10.68,11.96,-10.38,0.23,11.51,
145075,2024,12.3,15.72,31.8,2.04,-10.37,-8.17,22.54,
152713,2024,,,,9.79,-10.37,-1.7,-1.7,
148822,2024,5.01,4.65,10.4,12.28,-10.36,0.53,11.67,
152637,2024,,4.56,4.56,15.65,-10.29,3.62,9.1,
120826,2024,12.33,11.91,28.32,2.69,-10.27,-7.93,19.06,
120395,2024,14.62,19.15,40.85,-0.42,-10.27,-10.61,26.38,
152684,2024,,,,6.79,-10.27,-4.0,-4.0,
152672,2024,,0.3,0.3,4.75,-10.21,-5.74,-5.18,
149158,2024,12.72,6.44,20.17,10.88,-10.19,-0.39,19.94,
149318,2024,9.1,11.31,24.05,8.96,-10.18,-2.14,22.78,
120823,2024,7.62,11.85,23.31,0.81,-10.12,-9.46,12.48,
139872,2024,1.54,6.28,10.03,7.93,-10.12,-2.2,9.91,
120728,2024,9.28,13.94,26.97,3.59,-10.1,-6.77,18.91,
151911,2024,2.86,5.72,10.45,12.06,-10.01,1.05,13.21,
119732,2024,13.68,12.25,32.55,3.31,-10.01,-6.99,23.78,
145356,2024,6.58,12.0,20.45,12.47,-9.97,1.24,23.13,
150539,2024,17.64,10.52,31.63,5.59,-9.78,-4.95,25.06,
152255,2024,13.2,12.31,31.23,14.38,-9.76,4.8,38.72,
147864,2024,-0.14,13.0,13.23,9.25,-9.59,-1.67,12.32,
149381,2024,-9.01,10.92,3.24,29.36,-9.57,32.14,37.28,
152045,2024,8.97,13.23,26.12,9.79,-9.47,-0.74,26.47,
150440,2024,9.93,6.82,19.55,6.15,-9.43,-3.91,15.17,
119591,2024,2.34,11.68,15.29,12.79,-9.39,2.12,18.63,
148699,2024,1.5,2.9,6.61,16.22,-9.33,7.82,13.81,
120596,2024,8.4,10.11,20.52,10.09,-9.23,-0.05,21.08,
129312,2024,11.09,8.79,21.86,10.5,-9.18,0.11,22.45,
120682,2024,3.72,13.75,19.82,6.29,-9.18,-2.78,17.38,
147306,2024,1.99,6.58,9.44,10.78,-9.18,0.58,10.8,
119172,2024,1.87,11.43,15.17,7.51,-9.18,-2.0,14.16,
119275,2024,-0.87,0.58,-1.79,7.91,-9.13,-2.77,-4.96,
126353,2024,2.66,-2.89,-0.31,6.03,-9.13,-4.59,-4.12,
119507,2024,3.19,11.44,16.84,10.2,-8.94,0.56,18.66,
152033,2024,5.47,16.33,24.19,6.11,-8.94,-3.3,21.35,
152718,2024,,,,-0.17,-8.93,-8.88,-8.88,
151611,2024,3.38,9.16,14.53,8.91,-8.92,-0.26,16.22,
118494,2024,5.03,12.02,20.12,4.77,-8.92,-4.57,15.75,
152600,2024,,6.34,6.34,5.82,-8.91,-3.45,3.39,
152697,2024,,0.0,0.0,3.47,-8.9,-5.41,-4.94,
152595,2024,,9.62,9.62,3.61,-8.9,-5.76,3.74,
119700,2024,9.22,14.45,27.83,3.35,-8.89,-5.7,21.15,
149868,2024,4.58,8.39,14.43,7.05,-8.84,-2.43,12.31,
152588,2024,,10.74,10.74,6.72,-8.84,-2.31,8.8,
120592,2024,6.06,7.46,14.83,11.21,-8.82,1.27,17.21,
147666,2024,4.6,8.45,14.49,7.11,-8.79,-2.33,12.49,
149832,2024,4.64,8.47,14.58,7.13,-8.78,-2.29,12.61,
148574,2024,4.45,7.85,13.04,7.73,-8.77,-1.71,11.62,
148606,2024,3.83,10.9,16.03,6.51,-8.75,-2.65,13.9,
152836,2024,,,,2.14,-8.68,-6.47,-6.47,
118876,2024,8.21,8.57,18.68,9.52,-8.67,0.37,20.21,
141924,2024,4.01,13.82,22.67,1.53,-8.63,-6.9,14.79,
119646,2024,0.06,18.48,20.29,5.68,-8.63,-2.87,17.58,
147346,2024,3.78,11.48,16.61,9.3,-8.59,0.0,17.35,
151478,2024,5.06,10.46,17.93,6.34,-8.57,-2.63,15.59,
118692,2024,-1.63,14.34,13.56,4.88,-8.55,-3.83,10.41,
118763,2024,12.84,17.6,35.35,2.41,-8.55,-6.31,27.47,
119018,2024,4.91,7.14,13.21,8.09,-8.53,-1.3,12.21,
119544,2024,4.07,12.17,18.23,7.34,-8.52,-1.75,16.92,
152936,2024,,,,,-8.51,-8.51,-8.51,
120833,2024,18.34,11.11,34.95,-0.3,-8.5,-8.82,24.16,
118527,2024,8.2,9.39,19.3,9.47,-8.48,0.27,20.42,
118273,2024,5.42,10.41,17.31,11.92,-8.46,2.58,21.71,
120621,2024,13.23,13.02,30.12,6.48,-8.44,-2.37,27.82,
140243,2024,0.69,4.74,7.27,14.63,-8.42,10.33,17.53,
150285,2024,6.94,-3.16,1.83,12.42,-8.41,2.1,3.04,
148993,2024,7.82,6.49,16.12,7.39,-8.41,-1.27,15.24,
150532,2024,-0.98,15.06,17.9,4.5,-8.33,-3.92,14.13,
118881,2024,2.66,7.03,10.52,6.89,-8.32,-2.07,8.81,
119288,2024,2.8,7.42,11.04,7.14,-8.29,-1.79,9.63,
118482,2024,2.85,7.42,11.1,7.11,-8.27,-1.81,9.69,
119063,2024,2.82,7.4,11.06,7.13,-8.25,-1.76,9.7,
151157,2024,2.81,7.38,11.06,7.14,-8.25,-1.75,9.71,
147794,2024,2.82,7.45,11.1,7.17,-8.24,-1.72,9.79,
148978,2024,2.78,7.33,10.96,7.16,-8.24,-1.73,9.63,
146376,2024,2.82,7.43,11.08,7.15,-8.24,-1.73,9.75,
120620,2024,2.8,7.37,11.04,7.14,-8.24,-1.75,9.69,
119648,2024,2.82,7.42,11.07,7.15,-8.24,-1.73,9.74,
151471,2024,2.77,7.37,11.01,7.15,-8.23,-1.72,9.69,
149039,2024,2.82,7.38,11.07,7.15,-8.23,-1.72,9.75,
149250,2024,2.79,7.28,10.9,7.16,-8.23,-1.72,9.58,
152329,2024,2.89,7.51,11.3,7.1,-8.23,-1.76,9.93,
118741,2024,2.8,7.4,11.04,7.15,-8.22,-1.71,9.74,
152202,2024,13.99,18.21,37.18,6.59,-8.22,-1.98,35.42,
150390,2024,2.57,7.48,11.11,7.25,-8.22,-1.65,9.88,
151165,2024,2.79,7.39,10.99,7.17,-8.2,-1.67,9.73,
149373,2024,2.84,7.34,11.01,7.18,-8.19,-1.65,9.77,
119133,2024,6.93,9.25,17.84,4.46,-8.15,-3.75,14.37,
120656,2024,2.93,9.56,13.05,7.55,-8.14,-1.39,12.26,
148500,2024,4.34,9.64,15.92,7.1,-8.14,-1.56,14.72,
120715,2024,0.34,13.62,15.15,7.86,-8.13,-0.86,15.02,
148609,2024,4.06,10.67,16.88,7.44,-8.11,-1.14,16.84,
120490,2024,7.86,10.53,20.41,4.52,-8.09,-4.05,16.36,
120749,2024,4.13,14.18,21.07,11.06,-8.06,2.37,25.0,
152783,2024,,,,3.78,-8.01,-4.48,-4.48,
152728,2024,,,,3.89,-7.98,-4.49,-4.49,
149331,2024,4.05,10.96,16.23,7.23,-7.98,-1.37,14.91,
148947,2024,1.93,12.69,17.68,3.63,-7.97,-4.42,13.21,
118803,2024,4.7,12.39,19.21,6.27,-7.97,-2.15,18.04,
151853,2024,7.27,9.84,20.43,15.51,-7.97,6.85,30.7,
151728,2024,4.12,9.7,15.89,6.67,-7.96,-1.73,14.71,
149071,2024,7.4,10.54,20.78,6.92,-7.92,-1.37,19.9,
129440,2024,0.01,3.96,2.65,7.57,-7.92,-2.15,1.42,
152358,2024,-0.8,10.84,12.39,11.48,-7.87,3.59,18.08,
119528,2024,4.64,9.73,15.83,8.24,-7.87,-0.15,16.35,
118617,2024,5.73,9.1,16.44,8.03,-7.86,-0.48,16.47,
120599,2024,6.25,10.48,18.75,9.64,-7.83,1.21,21.06,
151804,2024,1.65,10.36,13.53,17.49,-7.83,8.1,23.85,
118473,2024,5.81,8.02,15.59,6.63,-7.82,-1.78,14.39,
152710,2024,,,,2.27,-7.81,-5.78,-5.78,
120035,2022,36.23,-24.35,5.22,12.08,-7.79,14.07,17.64,
146549,2024,5.08,9.54,16.19,6.32,-7.79,-2.14,14.53,
118469,2024,15.62,21.99,45.76,2.52,-7.77,-5.18,39.9,
119247,2024,8.52,21.52,35.64,4.73,-7.74,-2.94,32.69,
147625,2024,4.12,9.76,16.05,6.86,-7.73,-1.29,15.4,
149381,2021,,,,,-7.73,-7.73,-7.73,
152731,2024,,,,4.63,-7.71,-3.33,-3.33,
147473,2024,4.48,12.15,18.46,6.97,-7.69,-1.2,17.86,
119160,2024,4.14,9.67,15.87,5.68,-7.67,-2.3,13.92,
127071,2024,3.25,7.19,11.91,9.49,-7.67,2.01,14.55,
119364,2024,9.02,16.01,29.58,5.76,-7.67,-2.47,27.2,
148600,2024,4.76,10.22,16.46,9.19,-7.66,0.96,18.6,
150266,2024,4.61,12.28,17.51,13.92,-7.65,5.03,24.43,
119202,2024,4.0,10.29,16.94,6.39,-7.63,-1.27,16.36,
148516,2024,4.28,9.42,15.11,14.49,-7.62,5.89,22.69,
152716,2024,,,,5.58,-7.62,-2.35,-2.35,
119597,2024,0.42,11.02,13.26,2.35,-7.6,-5.26,8.44,
152092,2024,3.84,10.55,16.21,6.92,-7.6,-1.08,15.88,
147541,2024,7.9,14.05,24.77,7.57,-7.58,-0.54,24.87,
152810,2024,,,,1.86,-7.57,-5.9,-5.9,
133516,2024,4.81,13.78,22.61,10.01,-7.54,1.85,25.78,
150264,2024,6.91,13.46,22.5,4.1,-7.5,-3.21,18.82,
118481,2024,7.11,10.1,19.45,6.94,-7.5,-1.04,19.09,
152169,2024,0.6,15.16,16.7,16.9,-7.46,8.38,28.19,
148980,2024,8.14,8.26,18.43,3.33,-7.45,-4.26,14.12,
119595,2024,-0.27,11.52,11.67,15.93,-7.45,7.55,21.02,
152022,2024,8.76,16.11,29.0,9.8,-7.42,2.15,32.79,
148651,2024,12.48,7.22,21.54,6.87,-7.41,-0.89,21.08,
120586,2024,8.35,7.19,16.81,8.05,-7.41,0.04,17.45,
119514,2024,9.92,14.36,29.22,3.79,-7.39,-3.88,24.62,
120751,2024,2.69,15.52,20.48,9.82,-7.39,1.94,24.11,
120722,2024,11.59,10.72,24.49,10.55,-7.37,2.3,27.94,
150187,2024,9.21,10.28,21.28,7.53,-7.36,-0.59,21.15,
147928,2024,5.21,7.23,13.37,10.49,-7.35,2.58,17.09,
120575,2024,1.66,12.22,15.85,14.75,-7.34,6.09,24.19,
135654,2024,0.87,12.99,15.24,5.1,-7.34,-2.55,13.67,
149700,2024,5.57,9.21,16.61,7.47,-7.32,-0.37,16.89,
119598,2024,2.82,9.01,12.95,7.6,-7.32,-0.24,13.4,
149455,2024,7.69,-3.13,6.75,4.82,-7.32,-1.12,5.15,
152450,2024,3.14,22.24,27.08,5.78,-7.3,-1.5,26.27,
151713,2024,14.11,7.23,24.9,4.45,-7.28,-3.51,21.4,
140296,2024,9.89,-0.28,8.12,5.44,-7.28,-2.95,6.43,
147372,2024,3.47,6.8,11.85,11.17,-7.27,3.28,16.49,
138312,2024,3.65,6.97,11.27,7.5,-7.26,-0.45,11.37,
118825,2024,1.93,9.61,12.46,8.1,-7.26,0.36,13.83,
119779,2024,4.64,3.1,8.45,6.6,-7.26,-0.73,7.29,
120688,2024,8.46,9.62,19.87,10.95,-7.26,2.83,23.71,
119436,2024,1.8,11.99,16.2,6.96,-7.25,-0.77,16.39,
120267,2024,3.44,10.48,15.21,7.11,-7.25,-0.48,15.53,
152842,2024,,,,1.54,-7.2,-5.46,-5.46,
119287,2024,1.97,7.47,9.95,6.28,-7.19,-1.4,9.01,
152482,2024,1.98,11.84,15.52,6.65,-7.18,-0.87,15.41,
119065,2024,2.0,7.49,10.01,6.3,-7.17,-1.36,9.12,
118791,2024,2.0,7.48,10.0,6.29,-7.16,-1.36,9.11,
152422,2024,1.57,7.49,9.56,6.31,-7.16,-1.34,8.68,
141841,2024,2.0,7.36,10.05,6.3,-7.16,-1.36,9.16,
149343,2024,4.04,11.23,17.97,6.69,-7.15,-0.8,17.93,
118834,2024,2.94,10.96,16.37,6.56,-7.09,-0.75,16.34,
152156,2024,4.04,11.98,18.03,6.74,-7.09,-0.69,18.12,
119709,2024,1.57,12.03,14.83,5.16,-7.08,-2.24,13.04,
118510,2024,2.26,13.13,16.56,9.27,-7.07,1.5,19.29,
152157,2024,4.02,12.02,18.04,6.78,-7.07,-0.62,18.21,
152062,2024,2.0,7.31,10.0,6.29,-7.07,-1.27,9.21,
118979,2024,8.41,13.56,26.39,3.14,-7.04,-3.83,22.97,
139781,2024,3.12,10.35,15.28,5.45,-7.04,-1.94,14.04,
120468,2024,6.69,5.57,13.49,9.61,-7.03,1.84,16.16,
120465,2024,7.04,6.53,14.45,7.3,-7.02,-0.28,14.9,
151232,2024,0.38,10.81,13.79,6.06,-6.99,-1.1,13.86,
138456,2021,-1.09,17.46,17.27,-8.04,-6.97,-14.78,-0.68,
152365,2024,0.82,6.87,8.4,10.18,-6.95,2.81,12.16,
148721,2024,5.03,7.26,12.95,10.16,-6.94,2.8,16.85,
119769,2024,6.79,13.45,22.64,6.6,-6.93,-0.41,23.16,
120152,2024,4.64,10.81,16.83,7.24,-6.92,0.01,17.55,
152177,2024,11.0,14.66,31.68,6.29,-6.92,-1.14,30.77,
125597,2024,-0.5,9.96,11.71,3.9,-6.88,-3.09,9.6,
118531,2024,4.86,9.05,14.82,8.92,-6.87,1.45,17.14,
152778,2024,,,,3.16,-6.86,-3.7,-3.7,
152751,2024,,,,4.05,-6.81,-2.81,-2.81,
119350,2024,5.97,11.93,20.99,3.48,-6.81,-3.56,17.67,
135341,2024,4.34,7.61,13.59,5.35,-6.81,-1.49,12.95,
149303,2024,4.82,11.71,19.32,7.57,-6.79,0.54,20.88,
120494,2024,6.56,18.47,27.88,7.86,-6.77,0.86,30.05,
118935,2024,4.55,12.82,19.84,8.27,-6.76,0.84,21.56,
145897,2024,7.72,8.47,17.99,10.93,-6.7,3.34,22.7,
118479,2024,5.98,10.08,17.62,8.3,-6.69,1.16,20.0,
120503,2024,6.94,7.16,15.84,8.86,-6.67,1.6,18.35,
148539,2024,4.49,11.25,18.32,9.86,-6.65,2.78,22.67,
130498,2024,4.23,11.85,18.95,7.15,-6.65,0.11,20.02,
118267,2024,9.12,25.86,39.48,4.06,-6.65,-2.69,36.48,
150310,2024,3.41,12.05,17.94,4.64,-6.64,-2.47,16.03,
119218,2024,2.8,16.02,21.73,8.21,-6.63,1.27,24.51,
119835,2024,5.72,11.5,19.25,6.65,-6.63,-0.35,19.49,
149841,2024,10.42,16.41,29.56,4.59,-6.61,-1.95,27.7,
142388,2022,-12.11,-15.41,-24.56,14.79,-6.6,6.28,-19.97,
147183,2021,10.23,9.23,22.22,5.28,-6.59,-1.6,20.26,
148507,2024,4.55,6.18,11.61,7.41,-6.58,0.3,12.46,
120043,2024,5.34,6.55,13.23,6.51,-6.57,-0.32,11.18,
147183,2024,7.71,11.98,22.9,5.17,-6.54,-1.54,21.8,
129212,2024,8.9,16.35,28.62,3.02,-6.54,-3.84,24.38,
151580,2024,11.41,13.56,27.43,8.56,-6.53,1.31,29.85,
119242,2024,3.04,15.03,20.48,9.22,-6.52,2.31,24.51,
118870,2024,7.59,7.63,16.87,7.12,-6.51,0.31,17.65,
151040,2024,6.47,24.61,35.24,1.71,-6.51,-4.86,29.29,
118285,2024,3.91,10.98,16.29,8.03,-6.5,1.06,18.79,
152194,2024,4.47,4.94,10.18,5.3,-6.5,-1.49,8.9,
149264,2024,4.92,5.11,11.11,6.01,-6.46,-0.78,11.43,
120385,2021,3.94,7.25,12.73,10.18,-6.45,3.05,15.82,
150428,2024,-1.24,17.86,19.22,5.11,-6.44,-0.98,19.42,
148737,2024,4.17,2.15,4.72,8.96,-6.43,1.15,4.76,
120251,2024,9.0,6.06,16.24,8.36,-6.41,1.18,17.92,
148614,2021,5.56,2.45,11.91,-8.68,-6.4,-15.49,-5.38,
127850,2024,4.7,5.26,11.19,3.02,-6.4,-3.57,7.39,
119723,2024,10.92,11.85,26.1,7.37,-6.39,0.59,28.03,
120242,2024,4.06,8.02,13.2,8.89,-6.39,1.96,15.94,
149295,2024,3.78,11.29,17.04,8.17,-6.34,1.44,19.66,
152586,2024,,-1.16,-1.16,0.29,-6.32,-6.69,-7.05,
152694,2024,,4.08,4.08,6.44,-6.31,0.84,6.41,
119060,2024,6.69,11.75,20.5,7.37,-6.28,0.84,22.09,
148353,2024,7.41,8.52,18.51,3.43,-6.26,-3.06,16.0,
133801,2024,10.88,22.18,38.11,2.28,-6.26,-3.58,33.95,
135781,2024,2.46,10.97,15.75,7.56,-6.24,1.15,17.96,
119250,2024,4.65,11.13,16.83,9.52,-6.21,2.88,21.27,
112039,2024,4.53,11.33,18.02,7.36,-6.2,0.77,19.74,
147541,2021,8.19,10.86,21.26,5.68,-6.17,-0.9,20.35,
118419,2024,7.62,13.12,23.99,9.99,-6.14,3.38,29.58,
147840,2024,7.18,8.26,18.01,5.19,-6.13,-1.09,17.82,
141248,2024,6.21,7.32,15.09,4.11,-6.11,-2.18,13.36,
118589,2024,0.29,9.0,10.43,5.64,-6.11,-0.62,10.95,
152459,2024,-4.83,13.01,12.04,2.73,-6.11,-3.28,10.75,
149298,2024,2.04,-1.9,0.1,16.86,-6.1,9.15,8.59,
148035,2024,8.72,9.35,20.24,9.07,-6.08,2.5,23.9,
149368,2024,3.5,13.59,20.15,6.53,-6.05,0.23,21.77,
118769,2024,7.05,7.52,16.84,8.11,-6.05,1.86,20.04,
134017,2024,-5.48,10.92,6.91,0.32,-6.01,-5.65,1.91,
152409,2024,1.4,10.95,13.73,4.71,-5.97,-1.13,13.63,
153081,2024,,,,,-5.97,-5.97,-5.97,
152639,2024,,3.21,3.21,6.12,-5.94,-0.16,3.68,
133859,2021,6.2,5.16,13.04,6.85,-5.94,0.45,13.18,
152310,2024,-0.47,17.31,18.78,8.06,-5.93,2.24,22.43,
120665,2024,5.69,13.92,22.29,9.75,-5.91,3.37,27.71,
152990,2024,,,,,-5.91,-5.91,-5.91,
152702,2024,,,,5.71,-5.9,0.01,0.01,
119556,2024,-0.42,16.39,19.52,6.07,-5.89,0.41,22.11,
152206,2024,-1.31,11.07,11.46,10.07,-5.86,4.14,17.43,
119333,2021,6.3,-0.44,7.5,8.14,-5.86,1.36,8.85,
152645,2024,,7.17,7.17,4.62,-5.86,-1.25,5.86,
118784,2024,4.4,11.94,19.23,7.94,-5.86,1.84,22.57,
152039,2024,2.14,19.49,24.96,0.97,-5.85,-4.63,20.26,
150865,2024,5.31,8.42,15.2,6.39,-5.84,0.07,15.79,
152949,2024,,,,,-5.84,-5.84,-5.84,
152767,2024,,,,2.52,-5.83,-3.07,-3.07,
120244,2024,0.32,9.99,11.47,6.4,-5.83,-0.01,12.57,
118557,2024,11.6,16.05,32.72,2.81,-5.82,-3.38,28.77,
152090,2024,5.07,-0.29,4.35,7.03,-5.79,0.18,4.78,
119773,2024,7.67,13.24,23.08,5.45,-5.77,-0.44,23.15,
119549,2024,2.22,8.4,11.61,6.51,-5.77,0.4,12.69,
152243,2024,-1.34,15.54,18.89,8.45,-5.76,3.12,25.37,
149936,2024,2.35,12.78,18.78,6.63,-5.76,0.89,20.83,
149570,2024,4.63,9.13,15.18,6.52,-5.73,0.46,16.36,
148637,2024,0.85,12.72,15.0,11.45,-5.7,5.78,22.96,
149669,2024,1.79,13.67,17.17,7.54,-5.69,1.65,20.53,
132756,2024,1.67,12.57,16.36,8.4,-5.68,2.61,20.6,
118632,2024,7.27,8.92,18.1,6.01,-5.66,-0.01,19.04,
148921,2024,4.51,12.9,20.1,7.95,-5.65,2.09,23.59,
118269,2024,5.86,9.23,16.35,7.84,-5.65,1.78,19.23,
151443,2024,5.83,12.63,22.01,6.21,-5.64,0.17,23.26,
118650,2024,6.38,14.49,24.54,6.07,-5.62,0.28,26.42,
150902,2022,,,,,-5.58,-5.58,-5.58,
148726,2024,3.45,13.96,21.31,6.18,-5.58,0.55,23.14,
145599,2024,6.09,7.81,15.12,3.87,-5.58,-1.72,13.74,
119721,2024,2.65,12.01,16.53,6.64,-5.57,1.05,18.91,
150673,2024,3.47,13.92,21.32,6.18,-5.57,0.57,23.18,
149389,2024,3.44,15.17,21.26,6.16,-5.57,0.55,23.09,
150805,2024,2.4,8.94,12.63,7.32,-5.56,1.42,15.13,
151724,2024,3.47,13.86,21.25,6.19,-5.56,0.59,23.12,
118620,2024,5.03,12.73,19.85,6.67,-5.55,1.03,22.04,
149892,2024,3.48,15.18,21.28,6.24,-5.54,0.66,23.24,
151368,2024,5.04,10.94,18.57,6.52,-5.53,0.91,21.05,
152855,2024,,,,0.2,-5.53,-5.06,-5.06,
147622,2024,3.5,14.02,21.47,6.26,-5.52,0.7,23.49,
120030,2024,6.14,7.92,15.79,8.67,-5.51,2.61,19.44,
134813,2024,3.07,8.17,12.65,7.21,-5.47,1.41,14.98,
119307,2024,4.43,9.12,15.13,6.93,-5.46,1.54,17.82,
120392,2024,5.35,11.09,18.6,7.36,-5.42,1.69,21.68,
149185,2024,8.93,11.11,22.75,8.37,-5.41,3.02,27.8,
120158,2024,6.62,15.41,24.6,5.38,-5.41,0.01,25.26,
149141,2024,7.04,10.41,19.19,6.7,-5.4,1.03,21.53,
120733,2021,5.89,5.29,13.08,8.98,-5.38,2.42,15.46,
149533,2024,4.96,9.21,15.8,7.27,-5.35,1.53,18.24,
152815,2024,,,,0.2,-5.33,-4.86,-4.86,
141226,2024,5.5,12.48,21.26,6.9,-5.32,1.24,24.22,
132186,2024,3.42,9.78,15.21,6.7,-5.32,1.26,17.49,
152188,2024,1.5,6.46,8.37,6.15,-5.29,0.45,10.77,
152805,2024,,,,1.39,-5.28,-3.97,-3.97,
144394,2024,2.05,8.9,12.0,8.35,-5.28,2.82,15.93,
120662,2024,-2.27,11.05,9.19,10.01,-5.28,4.49,15.28,
