scheme_code,year,Q1,Q2,H1,Q3,Q4,H2,annual,YTD
128051,2021,1.29,2.47,4.12,2.12,1.09,3.25,7.53,
130206,2021,1.08,1.44,2.49,0.98,1.09,2.1,4.63,
120348,2021,5.85,9.67,17.94,9.76,1.1,10.72,30.62,
141248,2021,4.32,7.4,13.32,13.31,1.11,14.16,28.94,
152194,2023,,,,,1.11,1.11,1.11,
147727,2022,-4.48,-10.77,-14.62,9.16,1.11,9.28,-7.36,
135341,2021,4.61,9.15,15.16,10.46,1.11,11.13,27.94,
152098,2024,2.54,1.99,4.34,3.59,1.12,4.84,9.41,
152267,2024,2.61,2.07,4.48,3.63,1.12,4.88,9.56,
150671,2024,3.7,2.42,5.87,3.54,1.12,4.89,11.07,
143494,2021,1.28,2.23,3.63,3.65,1.12,4.83,8.66,
118834,2021,10.82,10.87,24.08,11.47,1.13,12.45,39.6,
151045,2021,0.76,1.17,2.08,3.16,1.13,4.29,6.49,
149570,2021,5.72,10.03,17.72,11.83,1.13,12.51,32.33,
150847,2024,2.36,2.21,4.37,3.5,1.14,4.67,9.27,
120586,2021,6.18,6.74,14.76,12.45,1.14,13.28,29.7,
118759,2024,9.0,3.27,13.62,17.32,1.14,18.53,34.88,
119953,2024,3.33,1.86,5.0,3.25,1.15,4.54,9.74,
149298,2021,,,,,1.15,1.15,1.15,
151548,2023,-0.14,0.53,0.6,2.65,1.15,4.11,4.56,
120762,2024,3.12,1.94,4.83,3.35,1.15,4.67,9.69,
149601,2021,5.02,6.66,13.12,11.15,1.15,12.02,26.7,
133488,2021,6.02,1.29,7.55,10.26,1.16,11.58,20.03,
135120,2021,1.81,3.85,6.12,7.24,1.16,8.24,14.73,
150792,2024,2.63,2.11,4.52,3.64,1.17,4.93,9.71,
149291,2021,,,,,1.17,1.17,1.17,
120377,2021,4.03,4.25,8.94,5.11,1.17,6.3,15.76,
135781,2021,9.78,9.74,21.7,11.03,1.17,12.01,36.41,
150587,2022,,,,,1.17,1.17,1.17,
119675,2024,1.86,1.64,3.38,2.43,1.17,3.7,7.23,
120251,2021,11.01,8.19,22.02,15.08,1.17,16.04,41.91,
119953,2022,-0.06,0.09,0.0,2.25,1.18,3.23,3.28,
120731,2022,-3.34,6.64,4.62,10.29,1.18,9.09,14.16,
131061,2024,2.67,2.04,4.41,3.52,1.19,4.9,9.54,
134387,2021,1.9,1.88,3.98,1.85,1.2,3.09,7.2,
150989,2024,3.19,1.63,4.83,3.02,1.2,4.59,9.67,
153109,2024,,,,,1.2,1.2,1.2,
146457,2021,2.01,3.87,6.26,4.42,1.2,5.57,12.22,
147496,2021,1.02,1.85,2.89,3.72,1.2,4.79,7.73,
147446,2021,8.81,8.84,19.38,9.85,1.21,10.9,32.51,
152992,2024,,,,,1.21,1.21,1.21,
118491,2022,-0.11,-3.44,-2.95,2.68,1.22,3.74,0.7,
119341,2024,3.06,2.1,4.93,3.55,1.22,4.93,10.07,
150989,2023,1.09,3.28,4.49,0.78,1.22,2.18,6.85,
147857,2024,2.6,2.11,4.5,2.13,1.22,3.67,8.83,
122715,2024,3.1,1.72,4.79,3.47,1.22,4.8,9.86,
120711,2021,1.13,2.39,3.67,1.75,1.23,3.08,6.87,
152152,2023,,,,,1.23,1.23,1.23,
148637,2022,-8.41,-16.24,-22.63,11.52,1.23,11.43,-13.24,
149865,2023,1.23,3.06,4.41,1.39,1.23,2.33,7.01,
152996,2024,,,,,1.23,1.23,1.23,
120079,2024,6.27,11.51,20.15,8.86,1.24,10.77,34.26,
149029,2024,3.55,1.77,4.87,3.36,1.24,4.78,9.91,
119549,2021,7.65,7.44,16.84,11.91,1.24,13.15,31.76,
148479,2024,2.02,1.6,3.65,2.62,1.24,3.95,7.8,
150631,2022,,,,,1.26,1.26,1.26,
133868,2024,2.53,1.06,3.69,1.3,1.27,2.72,6.31,
138456,2024,5.06,8.12,13.59,4.84,1.27,7.6,21.78,
133801,2021,22.03,10.35,35.87,16.36,1.27,17.19,58.59,
151329,2024,3.1,2.11,5.12,3.55,1.28,4.88,10.22,
120743,2024,3.67,2.19,5.61,3.49,1.29,4.95,10.86,
152851,2024,,,,0.24,1.29,1.66,1.66,
118498,2024,1.66,1.73,3.41,2.96,1.3,4.39,7.99,
133868,2023,1.09,1.53,2.7,1.45,1.3,2.83,5.65,
148666,2021,1.28,8.77,11.54,7.13,1.3,8.63,21.56,
145693,2021,4.06,4.86,9.65,5.22,1.3,6.42,16.73,
151087,2022,0.17,0.32,0.5,1.4,1.31,2.75,3.28,
149243,2022,1.18,-2.31,-1.15,1.38,1.31,2.9,1.72,
151427,2023,1.01,3.06,4.17,1.35,1.32,2.41,6.81,
133868,2022,137.1,0.18,137.59,1.16,1.33,2.54,143.77,
120079,2021,5.58,8.57,15.91,14.05,1.33,15.25,33.5,
138875,2022,0.82,1.1,1.98,1.04,1.33,2.53,4.43,
151577,2024,1.8,1.86,3.66,2.47,1.34,3.87,7.64,
119741,2024,2.91,1.73,4.72,1.7,1.34,3.07,8.01,
150871,2023,1.23,3.11,4.44,1.35,1.34,2.45,7.14,
118747,2024,2.73,1.92,4.59,3.05,1.34,4.59,9.47,
151273,2024,2.07,1.93,3.9,3.05,1.35,4.5,8.61,
151495,2024,2.05,1.93,3.88,2.98,1.35,4.42,8.55,
150706,2024,2.04,1.99,3.93,2.97,1.35,4.42,8.55,
119239,2022,0.44,-0.45,-0.05,0.82,1.35,2.22,2.21,
143163,2021,2.72,6.67,10.59,9.53,1.35,10.89,22.6,
124234,2022,0.81,0.65,1.51,1.11,1.35,2.52,4.08,
118924,2024,2.04,1.61,3.73,2.65,1.35,4.1,8.0,
120447,2022,0.49,-0.58,-0.26,1.94,1.36,3.19,2.99,
150778,2024,2.05,2.01,3.96,2.98,1.36,4.44,8.61,
149717,2021,2.01,4.27,6.79,4.06,1.36,5.44,12.59,
118401,2024,2.14,1.7,3.79,2.86,1.36,4.39,8.37,
120482,2022,0.94,1.0,2.0,1.16,1.36,2.63,4.56,
118486,2021,1.31,2.52,3.84,3.63,1.37,4.92,8.91,
112039,2021,6.49,8.05,16.13,10.3,1.37,11.46,30.15,
151574,2024,2.1,1.82,4.07,2.96,1.37,4.38,8.7,
151228,2024,2.38,1.88,4.23,2.78,1.38,4.22,8.63,
151390,2024,2.37,1.89,4.28,2.96,1.38,4.51,9.06,
120084,2022,0.36,0.34,0.72,1.43,1.38,2.77,3.6,
128006,2024,3.05,1.75,4.88,3.32,1.38,4.81,9.99,
119081,2024,2.32,1.84,4.16,2.85,1.38,4.36,8.76,
149011,2024,2.31,1.9,4.15,2.73,1.38,4.22,8.58,
151320,2024,1.98,1.66,3.62,2.7,1.39,4.17,7.97,
118747,2023,1.25,2.76,4.17,1.24,1.39,2.67,6.88,
150729,2024,2.14,1.85,4.14,2.96,1.39,4.4,8.79,
147450,2022,0.8,0.93,1.76,1.25,1.4,2.69,4.52,
148658,2021,0.59,5.35,6.49,5.54,1.4,6.93,13.86,
153039,2024,,,,,1.4,1.4,1.4,
150711,2024,2.06,2.16,4.32,2.41,1.4,3.89,8.45,
119621,2024,2.01,1.63,3.68,2.74,1.41,4.28,8.18,
150888,2024,2.02,2.15,4.26,2.42,1.41,3.91,8.4,
151407,2024,1.84,1.86,3.7,2.55,1.41,4.02,7.88,
151373,2024,1.94,2.06,4.05,2.43,1.41,3.92,8.17,
151440,2024,1.85,1.91,3.74,2.66,1.41,4.14,8.08,
118931,2022,0.88,1.12,2.04,1.09,1.41,2.65,4.62,
129052,2022,0.88,1.12,2.04,1.09,1.41,2.65,4.62,
150807,2024,1.97,1.88,3.92,2.77,1.42,4.25,8.41,
148792,2024,1.88,1.95,3.83,2.58,1.42,4.06,8.03,
149970,2024,1.94,1.94,3.92,2.64,1.42,4.12,8.2,
149401,2024,2.62,1.86,4.47,3.41,1.42,4.88,9.32,
149999,2024,2.06,2.13,4.29,2.4,1.42,3.91,8.49,
148755,2023,1.35,2.1,3.52,1.3,1.43,2.83,6.49,
151435,2024,1.89,2.0,3.94,2.39,1.43,3.89,8.08,
152659,2024,,0.59,0.59,2.39,1.43,3.89,4.53,
118780,2021,1.89,1.77,3.82,8.37,1.43,9.93,14.18,
149966,2024,1.94,1.91,3.91,2.66,1.43,4.15,8.25,
147713,2022,0.79,0.98,1.79,1.23,1.43,2.7,4.56,
150906,2024,1.79,1.89,3.68,2.41,1.43,3.92,7.81,
120451,2023,1.22,2.58,3.83,1.23,1.43,2.73,6.63,
119863,2022,0.98,0.44,1.48,1.24,1.43,2.77,4.35,
120762,2022,-0.11,7.71,7.63,1.43,1.43,2.88,10.79,
119960,2021,2.95,2.56,5.91,4.68,1.43,5.99,12.08,
120364,2022,0.92,0.97,1.94,1.19,1.43,2.75,4.75,
151181,2024,1.79,1.88,3.67,2.41,1.44,3.92,7.81,
151300,2024,2.01,1.85,3.94,2.69,1.44,4.18,8.34,
150702,2024,1.95,1.91,3.92,2.66,1.44,4.16,8.26,
151365,2024,1.87,1.96,3.89,2.52,1.44,4.07,8.2,
147570,2022,0.8,0.97,1.79,1.25,1.44,2.74,4.58,
150824,2024,2.02,1.92,4.04,2.68,1.44,4.18,8.44,
150369,2022,,,,0.82,1.44,2.31,2.31,
143612,2022,1.04,0.63,1.74,1.19,1.44,2.72,4.54,
147772,2022,0.83,0.75,1.63,1.21,1.44,2.71,4.41,
148789,2024,1.8,1.92,3.73,2.39,1.45,3.92,7.83,
120030,2021,4.08,5.57,11.16,10.44,1.45,11.51,23.66,
151479,2024,1.8,1.92,3.72,2.39,1.45,3.92,7.82,
146980,2022,0.82,0.99,1.82,1.27,1.45,2.77,4.66,
150562,2022,,,,0.36,1.45,1.85,1.85,
149797,2022,0.67,0.97,1.67,1.26,1.45,2.76,4.49,
147837,2022,0.82,0.98,1.82,1.26,1.45,2.77,4.65,
147883,2022,0.82,0.98,1.82,1.27,1.45,2.77,4.65,
145536,2022,0.82,0.95,1.8,1.27,1.45,2.77,4.65,
147214,2022,0.81,0.98,1.8,1.25,1.45,2.75,4.62,
147564,2022,0.83,0.99,1.84,1.27,1.45,2.78,4.68,
119833,2022,0.82,0.98,1.82,1.26,1.45,2.76,4.64,
141642,2021,2.28,4.22,7.08,8.11,1.45,9.39,17.05,
147531,2022,0.81,0.97,1.82,1.23,1.45,2.73,4.65,
119110,2022,0.81,0.96,1.8,1.26,1.45,2.76,4.62,
147003,2022,0.81,0.99,1.82,1.26,1.45,2.76,4.66,
120315,2022,0.98,0.54,1.57,1.18,1.45,2.71,4.36,
151562,2024,2.03,2.1,4.19,2.44,1.45,3.98,8.39,
134503,2024,2.14,1.72,3.81,2.77,1.45,4.35,8.34,
120279,2023,1.22,2.96,4.27,1.11,1.45,2.4,6.8,
150727,2024,1.9,1.96,3.91,2.36,1.46,3.92,8.07,
151593,2024,1.8,1.89,3.69,2.41,1.46,3.94,7.85,
146191,2022,0.82,0.99,1.83,1.27,1.46,2.78,4.67,
146141,2022,0.82,0.97,1.83,1.27,1.46,2.78,4.67,
120785,2022,0.82,0.99,1.83,1.27,1.46,2.77,4.67,
146062,2022,0.82,0.97,1.83,1.27,1.46,2.78,4.68,
145486,2022,0.82,0.99,1.83,1.27,1.46,2.78,4.67,
147287,2022,0.83,0.97,1.85,1.27,1.46,2.79,4.69,
147515,2022,0.82,0.99,1.84,1.28,1.46,2.79,4.69,
145810,2022,0.84,0.97,1.85,1.27,1.46,2.78,4.69,
131865,2021,3.71,7.59,11.8,5.08,1.46,6.59,19.44,
152515,2024,0.52,2.29,2.57,3.47,1.46,4.98,7.55,
120398,2022,0.83,-0.32,0.51,2.39,1.46,3.87,4.63,
143783,2021,-1.45,19.11,18.17,5.44,1.46,7.37,27.75,
150326,2024,2.08,1.96,4.12,2.43,1.46,3.97,8.3,
151691,2024,2.12,1.83,4.09,2.81,1.46,4.33,8.66,
151487,2024,2.13,1.74,4.03,2.7,1.46,4.21,8.47,
150754,2022,,,,,1.46,1.46,1.46,
143241,2024,2.13,1.58,3.78,2.72,1.47,4.29,8.28,
138330,2022,0.99,0.06,1.1,1.09,1.47,2.61,3.82,
120497,2024,2.16,1.74,3.93,2.71,1.47,4.3,8.45,
151301,2024,1.78,1.87,3.67,2.29,1.47,3.83,7.65,
151570,2024,1.89,1.95,3.88,2.37,1.47,3.94,8.05,
147736,2022,0.83,0.97,1.85,1.27,1.47,2.79,4.7,
146675,2022,0.83,1.0,1.84,1.25,1.47,2.77,4.7,
151420,2024,3.59,2.11,5.68,3.46,1.47,4.88,10.77,
149841,2022,3.76,-3.17,1.0,10.69,1.47,11.35,12.06,
151283,2024,2.02,2.06,4.12,2.31,1.47,3.89,8.24,
152958,2024,,,,,1.47,1.47,1.47,
134643,2021,2.58,4.23,7.36,4.24,1.47,5.69,13.37,
118474,2022,0.99,1.07,2.09,1.14,1.47,2.74,4.79,
120619,2024,2.46,1.92,4.15,3.08,1.47,4.68,9.05,
130206,2022,1.09,1.12,2.25,1.15,1.47,2.76,5.08,
147951,2022,0.86,1.01,1.89,1.29,1.48,2.82,4.78,
143269,2022,0.85,0.91,1.79,1.22,1.48,2.75,4.6,
151905,2024,6.25,14.66,23.67,11.2,1.48,13.46,42.9,
150169,2022,1.16,0.18,1.38,1.44,1.48,2.99,4.46,
118317,2022,0.89,0.69,1.64,1.18,1.48,2.76,4.47,
150725,2024,2.14,1.69,3.99,2.64,1.48,4.17,8.38,
118987,2023,1.39,2.28,3.68,1.82,1.49,3.38,7.22,
119621,2022,1.03,-0.07,1.01,1.2,1.49,2.79,3.88,
150733,2024,2.17,2.0,4.09,3.08,1.49,4.68,9.01,
147606,2022,0.84,0.98,1.84,1.28,1.49,2.81,4.71,
146963,2022,0.82,0.98,1.82,1.26,1.49,2.79,4.67,
147196,2022,0.82,0.99,1.83,1.27,1.49,2.8,4.69,
145834,2022,0.83,0.92,1.78,1.15,1.49,2.69,4.56,
152264,2023,,,,,1.49,1.49,1.49,
118759,2021,-1.63,21.16,20.37,0.53,1.49,2.76,24.21,
119379,2023,1.51,1.64,3.23,1.49,1.49,3.08,6.46,
143783,2024,9.66,3.91,15.03,19.81,1.49,21.69,40.78,
149794,2024,2.01,2.05,4.11,2.29,1.49,3.9,8.2,
149210,2024,2.09,1.9,4.07,2.41,1.49,3.95,8.28,
149873,2024,2.05,2.08,4.23,2.34,1.49,3.96,8.46,
118477,2021,2.46,3.17,6.06,3.54,1.49,4.88,11.28,
151239,2024,2.05,2.09,4.23,2.33,1.49,3.95,8.46,
120279,2024,3.2,1.99,5.12,3.44,1.49,4.95,10.3,
126685,2024,2.04,1.77,3.89,2.51,1.5,4.07,8.14,
150237,2022,0.64,-1.7,-1.06,1.33,1.5,2.89,1.91,
150996,2024,2.21,1.63,3.92,2.69,1.5,4.28,8.39,
150845,2024,1.79,1.83,3.64,2.24,1.5,3.8,7.63,
119741,2022,1.45,-2.68,-1.2,1.5,1.5,3.02,1.88,
147157,2022,0.84,1.02,1.88,1.26,1.5,2.82,4.76,
139781,2021,10.28,11.4,24.05,12.3,1.5,13.54,41.07,
120735,2022,1.03,0.58,1.69,1.21,1.5,2.8,4.58,
118840,2022,0.95,0.51,1.51,1.37,1.5,2.95,4.56,
144173,2022,0.97,0.64,1.67,1.21,1.5,2.8,4.56,
149855,2024,2.02,2.07,4.17,2.31,1.5,3.94,8.38,
151218,2024,1.98,1.93,3.96,2.21,1.5,3.8,7.96,
150358,2024,2.04,2.09,4.23,2.36,1.5,3.98,8.49,
151456,2024,2.0,1.96,4.01,2.23,1.5,3.84,8.06,
124234,2023,1.23,1.55,2.85,1.67,1.5,3.26,6.26,
149669,2022,-3.17,-11.23,-13.02,12.6,1.51,13.17,-1.57,
138330,2024,2.11,1.66,3.81,2.67,1.51,4.31,8.32,
150868,2024,1.98,2.02,4.05,2.23,1.51,3.85,8.09,
130722,2024,2.11,1.91,4.0,2.53,1.51,4.18,8.41,
120590,2022,-0.14,-0.98,-1.23,3.59,1.51,5.0,4.15,
120590,2024,2.36,1.97,4.09,2.8,1.51,4.42,8.71,
147372,2021,8.68,7.84,18.41,8.95,1.51,10.34,30.99,
103734,2022,0.85,0.94,1.81,1.23,1.51,2.78,4.66,
119379,2022,0.92,0.64,1.61,1.23,1.51,2.84,4.52,
150854,2024,2.0,2.0,4.04,2.21,1.51,3.82,8.08,
151211,2024,2.0,1.96,4.0,2.19,1.51,3.81,8.01,
118565,2021,3.59,2.79,6.67,6.24,1.51,7.86,15.08,
151060,2021,4.0,5.11,9.99,4.56,1.51,6.13,16.78,
149076,2024,1.75,1.66,3.4,2.47,1.51,4.05,7.63,
150545,2022,,,,0.07,1.51,1.61,1.61,
118320,2024,1.94,1.7,3.67,2.32,1.51,3.95,7.82,
120702,2022,-0.22,-0.29,-0.57,2.66,1.52,4.18,3.86,
120513,2022,1.1,0.47,1.61,1.39,1.52,3.0,4.7,
120570,2022,0.97,0.45,1.47,1.14,1.52,2.75,4.3,
120746,2022,1.0,0.7,1.78,1.26,1.52,2.89,4.75,
119828,2022,1.01,0.61,1.67,1.23,1.52,2.85,4.6,
133791,2024,2.18,1.81,4.01,2.71,1.53,4.37,8.61,
150237,2024,2.35,1.64,4.03,2.82,1.53,4.42,8.68,
135916,2022,1.04,-1.01,0.04,1.17,1.53,2.78,2.92,
128051,2024,2.44,1.62,4.13,2.76,1.53,4.37,8.76,
119135,2022,0.8,0.93,1.76,1.24,1.53,2.83,4.65,
131898,2022,0.41,-0.06,0.36,1.41,1.53,3.02,3.45,
118942,2022,1.06,0.27,1.38,1.69,1.53,3.28,4.74,
133925,2022,1.02,0.49,1.56,1.19,1.53,2.82,4.46,
120398,2023,1.61,2.0,3.66,1.99,1.53,3.62,7.48,
120541,2022,1.0,0.71,1.78,1.24,1.53,2.87,4.73,
148913,2022,0.91,0.73,1.69,1.25,1.53,2.86,4.63,
147311,2022,0.85,0.81,1.71,1.16,1.53,2.78,4.56,
150788,2022,,,,,1.53,1.53,1.53,
151146,2024,2.45,2.05,4.46,2.67,1.53,4.33,8.99,
124234,2024,1.6,1.5,3.2,1.63,1.53,3.21,6.57,
118407,2024,1.98,1.85,3.86,2.61,1.53,4.27,8.32,
144339,2024,2.11,1.69,3.82,2.53,1.54,4.18,8.2,
120692,2022,0.7,0.08,0.69,2.21,1.54,3.8,4.73,
150996,2023,1.53,2.31,3.87,1.21,1.54,2.84,6.83,
150698,2024,1.75,1.82,3.6,2.1,1.54,3.69,7.41,
150671,2023,1.06,3.18,4.36,1.08,1.54,2.54,7.06,
149240,2024,1.37,1.18,3.02,2.64,1.54,4.43,7.68,
151014,2022,-0.27,0.05,-0.24,1.73,1.54,3.31,3.14,
145971,2022,0.77,0.89,1.69,1.2,1.54,2.79,4.54,
120837,2022,1.0,1.0,2.04,1.28,1.54,2.86,4.98,
119164,2022,1.04,1.05,2.14,1.31,1.54,2.9,5.12,
119750,2022,1.04,0.79,1.88,1.26,1.54,2.9,4.86,
119501,2022,1.11,0.73,1.89,1.26,1.54,2.9,4.89,
150688,2022,,,,,1.54,1.54,1.54,
150545,2024,1.81,1.75,3.6,2.41,1.54,4.03,7.82,
151067,2024,1.88,1.75,3.67,2.5,1.54,4.15,7.99,
119533,2024,2.26,1.9,4.16,2.68,1.55,4.37,8.73,
150692,2024,1.76,1.83,3.61,2.12,1.55,3.72,7.47,
132989,2021,3.85,10.97,15.81,6.45,1.55,9.05,26.51,
150746,2024,1.73,1.81,3.57,2.1,1.55,3.69,7.4,
125345,2022,0.84,0.95,1.82,1.25,1.55,2.85,4.74,
119723,2021,6.39,10.34,18.56,9.48,1.55,10.89,31.05,
122715,2022,1.61,-1.18,0.51,1.5,1.55,3.1,3.79,
118291,2022,0.95,0.47,1.48,1.14,1.55,2.77,4.32,
146075,2022,1.05,0.78,1.88,1.27,1.55,2.93,4.89,
145034,2022,0.99,0.72,1.78,1.26,1.55,2.91,4.76,
148529,2022,0.98,0.84,1.88,1.22,1.55,2.86,4.82,
150663,2024,1.87,1.8,3.8,1.98,1.55,3.57,7.55,
149587,2024,2.05,1.79,3.85,2.76,1.55,4.42,8.48,
149539,2022,0.97,0.84,1.88,1.3,1.55,2.95,4.91,
143241,2022,0.99,-0.91,0.13,0.94,1.56,2.52,2.73,
152380,2024,1.58,10.77,14.35,5.09,1.56,6.94,22.92,
151045,2023,1.66,1.84,3.6,1.86,1.56,3.51,7.29,
147713,2024,1.6,1.53,3.19,1.56,1.56,3.16,6.47,
138299,2022,0.89,1.01,1.91,1.29,1.56,2.9,4.89,
120197,2022,0.87,0.96,1.85,1.26,1.56,2.87,4.82,
148841,2022,0.86,0.98,1.88,1.3,1.56,2.92,4.87,
120406,2022,0.88,1.01,1.91,1.29,1.56,2.9,4.89,
151427,2024,3.27,1.96,5.15,3.26,1.56,4.8,10.18,
151185,2024,3.59,2.12,5.69,3.46,1.56,4.95,10.88,
138358,2022,1.01,0.81,1.88,1.28,1.56,2.92,4.88,
149247,2024,2.06,1.81,3.95,2.28,1.56,3.95,8.14,
130050,2023,2.07,2.1,4.25,1.3,1.56,2.91,7.33,
147772,2023,1.31,1.52,2.9,1.43,1.56,3.08,6.13,
119205,2022,1.0,0.75,1.82,1.23,1.56,2.89,4.79,
151067,2022,0.93,-0.68,0.26,1.23,1.56,2.86,3.16,
120689,2023,1.29,2.49,3.83,0.9,1.56,2.37,6.3,
150237,2023,1.61,2.5,4.19,1.35,1.57,3.0,7.31,
150631,2024,1.61,1.56,3.23,1.55,1.57,3.16,6.51,
120304,2022,0.88,1.0,1.9,1.29,1.57,2.92,4.89,
119861,2022,0.89,0.99,1.89,1.26,1.57,2.88,4.85,
119091,2022,0.87,0.99,1.88,1.27,1.57,2.89,4.84,
119766,2022,0.87,0.97,1.88,1.26,1.57,2.88,4.83,
118364,2022,0.87,1.01,1.9,1.27,1.57,2.9,4.87,
119125,2022,0.88,1.0,1.9,1.29,1.57,2.91,4.88,
120537,2022,0.87,1.0,1.89,1.28,1.57,2.9,4.86,
120249,2022,0.87,0.99,1.88,1.27,1.57,2.89,4.84,
119800,2022,0.86,0.98,1.86,1.27,1.57,2.9,4.83,
140769,2024,2.01,1.78,3.87,2.26,1.57,3.93,8.05,
118410,2024,1.92,1.78,3.75,2.59,1.57,4.28,8.21,
148726,2021,3.06,11.35,16.53,12.09,1.57,13.93,32.51,
118942,2023,1.55,1.99,3.66,1.93,1.57,3.59,7.43,
133810,2023,1.63,1.93,3.64,1.76,1.57,3.45,7.27,
118371,2022,0.97,0.32,1.33,1.18,1.57,2.84,4.26,
120676,2022,1.04,0.82,1.92,1.31,1.57,2.98,5.01,
147731,2022,0.95,0.72,1.73,1.27,1.57,2.94,4.76,
150353,2024,1.95,1.88,3.91,2.19,1.57,3.86,7.97,
123704,2024,1.82,1.78,3.66,2.49,1.57,4.15,8.02,
120560,2024,2.0,1.75,3.76,2.51,1.57,4.18,8.16,
118987,2024,2.26,1.83,4.19,2.66,1.58,4.35,8.77,
149882,2022,1.12,-8.22,-6.85,12.57,1.58,13.3,5.86,
135916,2024,1.75,1.75,3.51,2.58,1.58,4.28,7.94,
146215,2024,2.08,1.76,3.87,2.59,1.58,4.31,8.35,
148454,2023,-1.0,5.83,5.04,7.19,1.58,8.76,14.12,
147750,2022,-8.06,-8.64,-15.29,13.66,1.58,14.39,-2.97,
150562,2024,1.63,1.59,3.29,1.59,1.58,3.21,6.62,
120038,2022,0.88,0.99,1.91,1.28,1.58,2.92,4.9,
118859,2022,0.87,1.0,1.91,1.28,1.58,2.91,4.89,
118577,2022,0.88,0.99,1.89,1.29,1.58,2.92,4.88,
118701,2022,0.89,0.96,1.89,1.28,1.58,2.92,4.88,
133810,2022,1.04,0.21,1.28,1.63,1.58,3.28,4.65,
118317,2023,1.46,1.72,3.27,1.57,1.58,3.25,6.69,
147908,2022,0.99,0.69,1.73,1.28,1.58,2.96,4.77,
119739,2024,2.14,1.82,3.99,2.6,1.58,4.31,8.52,
144754,2022,1.09,0.79,1.94,1.32,1.58,3.0,5.03,
119949,2024,2.09,1.81,3.94,2.44,1.58,4.13,8.24,
120560,2022,1.04,-0.52,0.56,1.12,1.58,2.76,3.39,
149361,2024,2.27,1.95,4.23,2.64,1.59,4.36,8.78,
126685,2023,1.28,1.87,3.24,1.38,1.59,3.01,6.39,
144339,2022,0.94,-0.31,0.69,1.26,1.59,2.91,3.69,
118814,2024,2.3,1.77,4.11,2.73,1.59,4.43,8.78,
147450,2024,1.63,1.62,3.29,1.61,1.59,3.25,6.66,
120389,2022,0.88,1.01,1.91,1.26,1.59,2.9,4.91,
119303,2022,0.88,1.01,1.91,1.26,1.59,2.91,4.91,
147531,2024,1.62,1.59,3.26,1.58,1.59,3.21,6.59,
119568,2022,0.89,1.0,1.91,1.29,1.59,2.93,4.91,
118305,2022,0.85,0.98,1.87,1.26,1.59,2.9,4.86,
139538,2022,0.88,1.03,1.93,1.3,1.59,2.94,4.95,
140196,2022,0.86,0.96,1.85,1.3,1.59,2.95,4.87,
147857,2023,1.44,2.69,4.19,1.18,1.59,2.65,6.92,
140613,2022,0.97,0.47,1.49,1.25,1.59,2.93,4.5,
148446,2023,1.22,2.02,3.47,1.52,1.59,3.09,6.76,
149753,2023,1.42,1.9,3.42,1.51,1.59,3.19,6.79,
119750,2023,1.59,1.81,3.48,1.68,1.59,3.38,7.05,
149243,2023,2.33,1.64,3.85,1.34,1.59,3.05,7.01,
119824,2024,2.22,1.91,4.11,2.66,1.59,4.39,8.68,
149474,2024,1.98,1.8,3.85,2.12,1.59,3.81,7.83,
151364,2024,1.94,1.82,3.82,2.1,1.59,3.78,7.8,
145954,2022,0.86,-0.54,0.34,1.07,1.59,2.69,3.08,
143508,2022,1.05,0.66,1.77,1.44,1.59,3.14,5.0,
118726,2021,2.21,2.8,5.24,3.51,1.6,5.15,10.68,
146215,2023,1.33,2.11,3.47,1.55,1.6,3.21,6.82,
150871,2024,3.25,1.97,5.15,3.32,1.6,4.89,10.27,
152152,2024,1.63,1.58,3.28,1.58,1.6,3.22,6.63,
147837,2024,1.63,1.61,3.28,1.58,1.6,3.23,6.64,
147570,2024,1.63,1.58,3.27,1.59,1.6,3.23,6.63,
119110,2024,1.63,1.59,3.29,1.59,1.6,3.23,6.64,
147003,2024,1.65,1.61,3.33,1.61,1.6,3.26,6.71,
150369,2024,1.63,1.58,3.27,1.58,1.6,3.22,6.62,
119369,2022,0.89,1.02,1.93,1.29,1.6,2.95,4.95,
119863,2023,1.56,1.83,3.49,1.62,1.6,3.32,6.99,
119523,2022,1.23,0.61,1.85,1.48,1.6,3.18,5.12,
120570,2023,1.42,1.87,3.39,1.65,1.6,3.35,6.92,
118709,2022,1.16,0.5,1.71,1.29,1.6,2.98,4.8,
149199,2024,1.94,1.84,3.86,2.11,1.6,3.8,7.84,
142641,2022,0.97,-0.22,0.79,1.36,1.6,3.01,3.89,
143614,2023,1.26,1.63,2.95,1.87,1.6,3.53,6.6,
151320,2023,1.17,2.02,3.28,1.44,1.61,3.12,6.57,
135916,2023,1.38,1.88,3.37,1.61,1.61,3.33,6.87,
138330,2023,1.36,2.22,3.62,1.41,1.61,3.12,6.88,
118273,2021,7.4,6.28,15.25,11.74,1.61,13.21,30.88,
147736,2024,1.65,1.61,3.33,1.61,1.61,3.27,6.72,
147606,2024,1.63,1.63,3.31,1.61,1.61,3.26,6.7,
146191,2024,1.64,1.61,3.31,1.61,1.61,3.26,6.71,
146141,2024,1.58,1.62,3.31,1.61,1.61,3.27,6.7,
120785,2024,1.64,1.61,3.31,1.61,1.61,3.26,6.7,
146062,2024,1.64,1.6,3.31,1.61,1.61,3.27,6.7,
145486,2024,1.64,1.6,3.31,1.61,1.61,3.27,6.71,
147883,2024,1.63,1.6,3.31,1.61,1.61,3.27,6.71,
