scheme_code,nav_value,date
135810,21.0508,2023-07-12
135810,20.9005,2023-07-13
135810,21.0265,2023-07-14
135810,21.1933,2023-07-17
135810,21.1356,2023-07-18
135810,21.2008,2023-07-19
135810,21.4487,2023-07-20
135810,21.4426,2023-07-21
135810,21.5284,2023-07-24
135810,21.6884,2023-07-25
135810,21.7168,2023-07-26
135810,22.2225,2023-07-27
135810,22.3361,2023-07-28
135810,22.3642,2023-07-31
135810,22.4097,2023-08-01
135810,22.2826,2023-08-02
135810,22.5979,2023-08-03
135810,22.8046,2023-08-04
135810,23.0543,2023-08-07
135810,23.0482,2023-08-08
135810,23.2105,2023-08-09
135810,23.1113,2023-08-10
135810,22.8173,2023-08-11
135810,22.7847,2023-08-14
135810,22.9751,2023-08-16
135810,22.7523,2023-08-18
135810,22.8694,2023-08-21
135810,22.8387,2023-08-22
135810,22.8069,2023-08-23
135810,22.68,2023-08-24
135810,22.46,2023-08-25
135810,22.6227,2023-08-28
135810,22.5566,2023-08-29
135810,22.5805,2023-08-30
135810,22.448,2023-08-31
135810,22.322,2023-09-01
135810,22.4649,2023-09-04
135810,22.7021,2023-09-05
135810,22.9038,2023-09-06
135810,22.9051,2023-09-07
135810,22.8356,2023-09-08
135810,22.8962,2023-09-11
135810,22.8926,2023-09-12
135810,23.0783,2023-09-13
135810,23.1144,2023-09-14
135810,23.1361,2023-09-15
135810,22.9675,2023-09-18
135810,22.8818,2023-09-20
135810,22.7199,2023-09-21
135810,22.3971,2023-09-22
135810,22.3765,2023-09-25
135810,22.3348,2023-09-26
135810,22.6347,2023-09-27
135810,23.0086,2023-09-29
135810,22.8677,2023-10-03
135810,22.5636,2023-10-04
135810,22.4895,2023-10-05
135810,22.6298,2023-10-06
135810,22.6119,2023-10-09
135810,22.6682,2023-10-10
135810,22.7364,2023-10-11
135810,22.8048,2023-10-12
135810,22.9007,2023-10-13
135810,22.8556,2023-10-16
135810,22.8963,2023-10-17
135810,22.9757,2023-10-18
135810,22.9028,2023-10-19
135810,22.6601,2023-10-20
135810,22.4176,2023-10-23
135810,22.2847,2023-10-25
135810,22.038,2023-10-26
135810,22.2003,2023-10-27
135810,22.2544,2023-10-30
135810,22.1734,2023-10-31
135810,22.2839,2023-11-01
135810,22.459,2023-11-02
135810,22.5907,2023-11-03
135810,22.7917,2023-11-06
135810,23.0387,2023-11-07
135810,23.3997,2023-11-08
135810,23.5055,2023-11-09
135810,23.6042,2023-11-10
135810,23.5968,2023-11-13
135810,23.5826,2023-11-15
135810,23.7887,2023-11-16
135810,24.0001,2023-11-17
135810,24.0183,2023-11-20
135810,24.3067,2023-11-21
135810,24.4204,2023-11-22
135810,24.1448,2023-11-23
135810,24.3328,2023-11-24
135810,24.2372,2023-11-28
135810,24.4321,2023-11-29
135810,24.7832,2023-11-30
135810,24.8369,2023-12-01
135810,24.794,2023-12-04
135810,24.779,2023-12-05
135810,24.6916,2023-12-06
135810,24.8294,2023-12-07
135810,24.6712,2023-12-08
135810,24.5148,2023-12-11
135810,24.4625,2023-12-12
135810,24.7052,2023-12-13
135810,24.7542,2023-12-14
135810,24.7646,2023-12-15
135810,24.9417,2023-12-18
135810,25.0493,2023-12-19
135810,24.5956,2023-12-20
135810,24.9047,2023-12-21
135810,25.0572,2023-12-22
135810,25.2664,2023-12-26
135810,25.4029,2023-12-27
135810,25.7167,2023-12-28
135810,25.7178,2023-12-29
135810,25.803,2024-01-01
135810,26.3102,2024-01-02
135810,26.4255,2024-01-03
135810,26.5229,2024-01-04
135810,26.4735,2024-01-05
135810,26.2418,2024-01-08
135810,26.367,2024-01-09
135810,26.4043,2024-01-10
135810,26.4859,2024-01-11
135810,26.3845,2024-01-12
135810,26.5901,2024-01-15
135810,26.3842,2024-01-16
135810,26.2363,2024-01-17
135810,26.4589,2024-01-18
135810,26.6239,2024-01-19
135810,26.7034,2024-01-23
135810,26.9905,2024-01-24
135810,26.7752,2024-01-25
135810,26.9195,2024-01-29
135810,26.8204,2024-01-30
135810,27.322,2024-01-31
135810,27.0654,2024-02-01
135810,27.1472,2024-02-02
135810,27.4518,2024-02-05
135810,27.7939,2024-02-06
135810,27.9124,2024-02-07
135810,27.9781,2024-02-08
135810,28.1819,2024-02-09
135810,28.2005,2024-02-12
135810,28.4305,2024-02-13
135810,28.2315,2024-02-14
135810,28.3488,2024-02-15
135810,28.5819,2024-02-16
135810,28.7335,2024-02-19
135810,28.774,2024-02-20
135810,28.8033,2024-02-21
135810,28.8961,2024-02-22
135810,29.0485,2024-02-23
135810,28.8712,2024-02-26
135810,28.9524,2024-02-27
135810,28.6226,2024-02-28
135810,28.57,2024-02-29
135810,28.321,2024-03-01
135810,28.5636,2024-03-04
135810,28.5471,2024-03-05
135810,28.5368,2024-03-06
135810,28.6021,2024-03-07
135810,28.6427,2024-03-11
135810,28.282,2024-03-12
135810,27.64,2024-03-13
135810,28.0335,2024-03-14
135810,27.8085,2024-03-15
135810,28.0091,2024-03-18
135810,27.5153,2024-03-19
135810,27.5863,2024-03-20
135810,27.9128,2024-03-21
135810,28.1541,2024-03-22
135810,28.2981,2024-03-26
135810,28.2639,2024-03-27
135810,28.5905,2024-03-28
135810,28.5935,2024-03-31
135810,28.8594,2024-04-02
135810,28.8667,2024-04-03
135810,28.9133,2024-04-04
135810,29.0878,2024-04-05
135810,29.0497,2024-04-08
135810,29.1367,2024-04-09
135810,29.0202,2024-04-10
143704,14.6366,2022-12-12
143704,14.6659,2022-12-13
143704,14.7111,2022-12-14
143704,14.6936,2022-12-15
143704,14.6575,2022-12-16
