scheme_code,market_cap,yield_to_maturity,average_maturity,modified_duration,pe_ratio,portfolio_turnover_ratio,row_num
152756,"{'market_cap_large': 39.9809, 'market_cap_mid': 32.0468, 'market_cap_others': 1.2905, 'market_cap_small': 26.6818}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",56.8281,0.16,1
141877,"{'market_cap_large': 95.3985, 'market_cap_mid': 4.606, 'market_cap_others': -0.0045, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",38.3764,0.31,1
153272,"{'market_cap_large': 8.9781, 'market_cap_mid': 68.1499, 'market_cap_others': 0.1824, 'market_cap_small': 22.6897}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",50.6887,0.1061,1
150584,"{'market_cap_large': 7.4107, 'market_cap_mid': 62.4029, 'market_cap_others': 16.697, 'market_cap_small': 13.4894}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",61.6186,2.32,1
120539,"{'market_cap_large': 63.2682, 'market_cap_mid': 9.8137, 'market_cap_others': 7.8359, 'market_cap_small': 19.0822}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",29.729,0.38,1
151713,"{'market_cap_large': 55.3626, 'market_cap_mid': 5.0461, 'market_cap_others': 34.9196, 'market_cap_small': 4.6716}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",53.6042,2.9,1
152059,"{'market_cap_large': 61.9513, 'market_cap_mid': 11.9543, 'market_cap_others': 6.8526, 'market_cap_small': 19.2417}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",35.6976,0.0545,1
119307,"{'market_cap_large': 61.8605, 'market_cap_mid': 18.6606, 'market_cap_others': 5.3697, 'market_cap_small': 14.1091}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",41.2837,0.9,1
152936,"{'market_cap_large': 76.813, 'market_cap_mid': 22.5479, 'market_cap_others': 0.0656, 'market_cap_small': 0.5735}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",15.5992,0.15,1
153023,"{'market_cap_large': 0.0, 'market_cap_mid': 66.2027, 'market_cap_others': -0.1104, 'market_cap_small': 33.9077}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",55.1688,0.11,1
153250,"{'market_cap_large': 84.0854, 'market_cap_mid': 16.2276, 'market_cap_others': -0.3129, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",17.2069,0.05,1
133710,"{'market_cap_large': 42.9706, 'market_cap_mid': 36.3804, 'market_cap_others': 4.5664, 'market_cap_small': 16.0825}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",43.655,0.45,1
150636,"{'market_cap_large': 96.4872, 'market_cap_mid': 3.4864, 'market_cap_others': 0.0264, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",41.3856,0.49,1
151129,"{'market_cap_large': 48.0166, 'market_cap_mid': 9.4944, 'market_cap_others': 33.6738, 'market_cap_small': 8.8152}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",38.0826,3.53,1
119727,"{'market_cap_large': 39.3997, 'market_cap_mid': 30.037, 'market_cap_others': 22.9429, 'market_cap_small': 7.6204}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",51.1954,0.45,1
152864,"{'market_cap_large': 78.8977, 'market_cap_mid': 16.8013, 'market_cap_others': 1.8683, 'market_cap_small': 2.4328}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",18.1671,0.3132,1
149185,"{'market_cap_large': 45.8196, 'market_cap_mid': 26.5058, 'market_cap_others': 2.0733, 'market_cap_small': 25.6013}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",29.3612,0.4283,1
153225,"{'market_cap_large': 61.2822, 'market_cap_mid': 23.0925, 'market_cap_others': 7.78, 'market_cap_small': 7.8454}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",37.3311,0.16,1
145678,"{'market_cap_large': 4.3593, 'market_cap_mid': 13.3699, 'market_cap_others': 7.6954, 'market_cap_small': 74.5753}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",54.7342,0.48,1
149832,"{'market_cap_large': 97.2687, 'market_cap_mid': 2.6122, 'market_cap_others': 0.1191, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",32.8732,0.09,1
120722,"{'market_cap_large': 78.1615, 'market_cap_mid': 15.9237, 'market_cap_others': 4.5422, 'market_cap_small': 1.3726}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",43.9307,0.91,1
118537,"{'market_cap_large': 63.1615, 'market_cap_mid': 7.9146, 'market_cap_others': 16.2558, 'market_cap_small': 12.6681}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",40.3897,0.5709,1
148637,"{'market_cap_large': 67.2471, 'market_cap_mid': 19.6529, 'market_cap_others': 4.3237, 'market_cap_small': 8.7763}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",37.4521,0.0,1
118668,"{'market_cap_large': 19.837, 'market_cap_mid': 65.9684, 'market_cap_others': 1.8723, 'market_cap_small': 12.3223}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",53.2929,0.13,1
120819,"{'market_cap_large': 64.0687, 'market_cap_mid': 2.8045, 'market_cap_others': 33.1268, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",44.9775,1.9,1
152814,"{'market_cap_large': 100.7197, 'market_cap_mid': 0.0, 'market_cap_others': -0.7197, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",24.0357,0.26,1
149295,"{'market_cap_large': 56.7466, 'market_cap_mid': 21.0008, 'market_cap_others': 3.5854, 'market_cap_small': 18.6671}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",34.4224,0.0,1
147620,"{'market_cap_large': 83.8762, 'market_cap_mid': 16.1871, 'market_cap_others': -0.0633, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",17.2069,0.25,1
132756,"{'market_cap_large': 62.4894, 'market_cap_mid': 9.901, 'market_cap_others': 5.4281, 'market_cap_small': 22.1815}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",32.2803,0.1526,1
147927,"{'market_cap_large': 52.7019, 'market_cap_mid': 16.094, 'market_cap_others': 31.2041, 'market_cap_small': 0.0}",0.97,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",38.6571,11.35,1
149085,"{'market_cap_large': 65.1058, 'market_cap_mid': 6.4972, 'market_cap_others': 3.6485, 'market_cap_small': 24.7485}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",32.6797,0.38,1
119441,"{'market_cap_large': 47.6544, 'market_cap_mid': 36.98, 'market_cap_others': 6.6313, 'market_cap_small': 8.7343}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",54.5629,0.37,1
148980,"{'market_cap_large': 83.0077, 'market_cap_mid': 6.8801, 'market_cap_others': 1.6369, 'market_cap_small': 8.4753}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",44.7554,0.56,1
129046,"{'market_cap_large': 35.2456, 'market_cap_mid': 28.9668, 'market_cap_others': 33.3366, 'market_cap_small': 2.451}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",64.3445,1.54,1
153214,"{'market_cap_large': 68.3026, 'market_cap_mid': 23.4602, 'market_cap_others': 3.031, 'market_cap_small': 5.2062}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",56.3134,0.0,1
150515,"{'market_cap_large': 67.815, 'market_cap_mid': 28.782, 'market_cap_others': 0.2231, 'market_cap_small': 3.1799}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",44.155,0.6,1
152254,"{'market_cap_large': 63.0397, 'market_cap_mid': 12.0466, 'market_cap_others': 9.3782, 'market_cap_small': 15.5355}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",30.5021,0.95,1
146951,"{'market_cap_large': 65.4672, 'market_cap_mid': 8.2069, 'market_cap_others': 10.5682, 'market_cap_small': 15.7576}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",49.5625,0.96,1
153270,"{'market_cap_large': 69.6957, 'market_cap_mid': 26.9198, 'market_cap_others': 0.9436, 'market_cap_small': 2.441}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",41.4341,0.1166,1
152964,"{'market_cap_large': 12.8717, 'market_cap_mid': 26.0599, 'market_cap_others': 9.006, 'market_cap_small': 52.0624}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",59.4128,0.3,1
138875,"{'market_cap_large': 35.9662, 'market_cap_mid': 28.1336, 'market_cap_others': 35.0674, 'market_cap_small': 0.8328}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",33.2941,1.42,1
149019,"{'market_cap_large': 0.0, 'market_cap_mid': 19.2542, 'market_cap_others': 7.0484, 'market_cap_small': 73.6974}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",57.2488,0.63,1
120482,"{'market_cap_large': 50.1697, 'market_cap_mid': 13.3538, 'market_cap_others': 33.7683, 'market_cap_small': 2.7082}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",31.7822,11.1879,1
152409,"{'market_cap_large': 65.2248, 'market_cap_mid': 23.7863, 'market_cap_others': 3.4799, 'market_cap_small': 7.509}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",45.1419,2.06,1
120834,"{'market_cap_large': 71.5343, 'market_cap_mid': 3.8578, 'market_cap_others': 20.68, 'market_cap_small': 3.928}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",35.8199,4.38,1
119581,"{'market_cap_large': 12.0996, 'market_cap_mid': 65.6805, 'market_cap_others': 8.9209, 'market_cap_small': 13.299}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",55.2092,0.427,1
152941,"{'market_cap_large': 52.9219, 'market_cap_mid': 40.2774, 'market_cap_others': 6.8008, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",38.6422,0.3,1
118769,"{'market_cap_large': 79.0695, 'market_cap_mid': 19.422, 'market_cap_others': 1.5085, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",33.553,1.08,1
148703,"{'market_cap_large': 63.2485, 'market_cap_mid': 35.5821, 'market_cap_others': 1.1694, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",56.1778,1.16,1
145750,"{'market_cap_large': 68.3464, 'market_cap_mid': 23.9225, 'market_cap_others': 3.8545, 'market_cap_small': 3.8766}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",36.8194,0.02,1
150487,"{'market_cap_large': 82.3377, 'market_cap_mid': 16.5228, 'market_cap_others': 1.1395, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",45.7869,0.71,1
150716,"{'market_cap_large': 63.5439, 'market_cap_mid': 9.1549, 'market_cap_others': 5.7361, 'market_cap_small': 21.5651}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",26.6514,0.34,1
151881,"{'market_cap_large': 48.2823, 'market_cap_mid': 41.2442, 'market_cap_others': 2.969, 'market_cap_small': 7.5045}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",45.9996,2.0424,1
152793,"{'market_cap_large': 84.0743, 'market_cap_mid': 16.2246, 'market_cap_others': -0.2989, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",17.207,0.0,1
152742,"{'market_cap_large': 20.2622, 'market_cap_mid': 56.3072, 'market_cap_others': -0.1293, 'market_cap_small': 23.5599}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",63.8285,0.5042,1
120381,"{'market_cap_large': 14.0916, 'market_cap_mid': 68.4276, 'market_cap_others': 1.3432, 'market_cap_small': 16.1377}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",57.0239,0.6,1
129312,"{'market_cap_large': 77.5144, 'market_cap_mid': 4.9885, 'market_cap_others': 11.0441, 'market_cap_small': 6.453}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",28.7731,0.27,1
152033,"{'market_cap_large': 46.0118, 'market_cap_mid': 26.5273, 'market_cap_others': 2.6105, 'market_cap_small': 24.8505}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",54.9331,0.29,1
150159,"{'market_cap_large': 57.1862, 'market_cap_mid': 17.4237, 'market_cap_others': 7.3941, 'market_cap_small': 17.9961}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",50.6748,0.72,1
119648,"{'market_cap_large': 98.8178, 'market_cap_mid': 1.1415, 'market_cap_others': 0.0407, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",30.264,0.11,1
152255,"{'market_cap_large': 45.6975, 'market_cap_mid': 4.8658, 'market_cap_others': 13.2369, 'market_cap_small': 36.1998}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",25.735,3.79,1
151753,"{'market_cap_large': 21.4034, 'market_cap_mid': 37.736, 'market_cap_others': 12.1069, 'market_cap_small': 28.7537}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",43.8781,7.59,1
153239,"{'market_cap_large': 79.1615, 'market_cap_mid': 5.4666, 'market_cap_others': 15.3718, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",42.7221,0.0,1
151764,"{'market_cap_large': 40.4608, 'market_cap_mid': 59.4066, 'market_cap_others': 0.1327, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",54.7522,0.5316,1
151905,"{'market_cap_large': 24.4305, 'market_cap_mid': 36.1769, 'market_cap_others': 6.4003, 'market_cap_small': 32.9923}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",81.4164,0.61,1
152169,"{'market_cap_large': 61.8066, 'market_cap_mid': 8.353, 'market_cap_others': 1.8893, 'market_cap_small': 27.9512}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",46.5064,0.2357,1
147750,"{'market_cap_large': 50.7426, 'market_cap_mid': 38.3936, 'market_cap_others': 2.8715, 'market_cap_small': 7.9923}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",50.0729,1.72,1
119160,"{'market_cap_large': 83.8023, 'market_cap_mid': 7.2781, 'market_cap_others': 5.6165, 'market_cap_small': 3.3031}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",33.5784,0.3535,1
143874,"{'market_cap_large': 43.0594, 'market_cap_mid': 25.0401, 'market_cap_others': 3.8065, 'market_cap_small': 28.0941}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",38.1383,0.81,1
140175,"{'market_cap_large': 48.6406, 'market_cap_mid': 37.6625, 'market_cap_others': 2.4341, 'market_cap_small': 11.2628}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",49.5748,0.19,1
147662,"{'market_cap_large': 37.3466, 'market_cap_mid': 35.7253, 'market_cap_others': 3.0752, 'market_cap_small': 23.8529}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",38.0625,0.26,1
153204,"{'market_cap_large': 62.7996, 'market_cap_mid': 26.5692, 'market_cap_others': 6.7707, 'market_cap_small': 3.8606}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",45.1959,0.06,1
120034,"{'market_cap_large': 44.641, 'market_cap_mid': 33.7522, 'market_cap_others': 0.7639, 'market_cap_small': 20.8428}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",40.3944,0.29,1
152349,"{'market_cap_large': 31.1036, 'market_cap_mid': 29.0989, 'market_cap_others': 7.4022, 'market_cap_small': 32.3952}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",54.8421,3.12,1
153201,"{'market_cap_large': 69.6988, 'market_cap_mid': 11.0186, 'market_cap_others': 4.7713, 'market_cap_small': 14.5114}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",36.6207,0.0,1
152004,"{'market_cap_large': 2.7672, 'market_cap_mid': 11.7582, 'market_cap_others': 5.4284, 'market_cap_small': 80.0462}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",43.4133,0.8,1
125354,"{'market_cap_large': 3.961, 'market_cap_mid': 16.2256, 'market_cap_others': 13.7341, 'market_cap_small': 66.0794}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",49.9987,0.35,1
