scheme_code,market_cap,yield_to_maturity,average_maturity,modified_duration,pe_ratio,portfolio_turnover_ratio,row_num
148481,"{'market_cap_large': 60.3273, 'market_cap_mid': 20.2969, 'market_cap_others': 6.126, 'market_cap_small': 13.2497}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",53.0183,0.32,1
152018,"{'market_cap_large': 29.259, 'market_cap_mid': 10.691, 'market_cap_others': 4.4111, 'market_cap_small': 55.6389}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",38.2362,1.38,1
150452,"{'market_cap_large': 63.3144, 'market_cap_mid': 35.6159, 'market_cap_others': 1.0697, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",56.199,1.22,1
143783,"{'market_cap_large': 34.6172, 'market_cap_mid': 38.2685, 'market_cap_others': 2.999, 'market_cap_small': 24.1153}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",45.7001,0.35,1
119716,"{'market_cap_large': 7.8246, 'market_cap_mid': 71.5731, 'market_cap_others': 5.3086, 'market_cap_small': 15.2937}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",52.3612,0.59,1
152392,"{'market_cap_large': 83.2686, 'market_cap_mid': 16.5539, 'market_cap_others': 0.1776, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",29.4831,0.36,1
141924,"{'market_cap_large': 64.3553, 'market_cap_mid': 7.7405, 'market_cap_others': 3.7255, 'market_cap_small': 24.1786}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",32.9104,0.0348,1
152521,"{'market_cap_large': 36.8012, 'market_cap_mid': 48.5866, 'market_cap_others': 0.2603, 'market_cap_small': 14.3518}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",54.2311,0.2955,1
119718,"{'market_cap_large': 66.6368, 'market_cap_mid': 11.8446, 'market_cap_others': 10.785, 'market_cap_small': 10.7337}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",34.3664,0.92,1
120599,"{'market_cap_large': 39.8592, 'market_cap_mid': 24.7424, 'market_cap_others': 10.4421, 'market_cap_small': 24.9564}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",35.9352,0.7,1
119775,"{'market_cap_large': 11.5128, 'market_cap_mid': 68.8935, 'market_cap_others': 4.8848, 'market_cap_small': 14.7089}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",48.5409,0.4294,1
119646,"{'market_cap_large': 25.912, 'market_cap_mid': 32.1033, 'market_cap_others': 3.2699, 'market_cap_small': 38.7148}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",49.278,0.15,1
119172,"{'market_cap_large': 40.72, 'market_cap_mid': 36.6013, 'market_cap_others': 8.0469, 'market_cap_small': 14.6319}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",44.58,0.3119,1
145895,"{'market_cap_large': 46.5234, 'market_cap_mid': 15.9741, 'market_cap_others': 33.1978, 'market_cap_small': 4.3047}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",27.7935,2.31,1
152878,"{'market_cap_large': 52.8871, 'market_cap_mid': 20.961, 'market_cap_others': 1.6658, 'market_cap_small': 24.4861}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",32.8216,0.0,1
118348,"{'market_cap_large': 85.9953, 'market_cap_mid': 12.5213, 'market_cap_others': 1.4834, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",50.2669,0.4,1
148883,"{'market_cap_large': 74.8524, 'market_cap_mid': 15.0152, 'market_cap_others': 7.9655, 'market_cap_small': 2.1669}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",45.6654,0.44,1
119312,"{'market_cap_large': 51.6368, 'market_cap_mid': 14.1504, 'market_cap_others': 3.6872, 'market_cap_small': 30.5256}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",0.0,0.4239,1
119060,"{'market_cap_large': 77.0945, 'market_cap_mid': 5.4387, 'market_cap_others': 8.3716, 'market_cap_small': 9.0951}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",31.0929,0.3023,1
118741,"{'market_cap_large': 98.8411, 'market_cap_mid': 1.1417, 'market_cap_others': 0.0171, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",30.2641,0.13,1
147622,"{'market_cap_large': 5.0127, 'market_cap_mid': 91.9379, 'market_cap_others': 0.0252, 'market_cap_small': 3.0242}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",51.0426,0.32,1
152415,"{'market_cap_large': 57.5124, 'market_cap_mid': 13.0115, 'market_cap_others': 26.3808, 'market_cap_small': 3.0954}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",19.0048,5.43,1
118950,"{'market_cap_large': 66.7861, 'market_cap_mid': 2.74, 'market_cap_others': 16.8521, 'market_cap_small': 13.6217}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",28.7557,0.296,1
145599,"{'market_cap_large': 60.7533, 'market_cap_mid': 6.3024, 'market_cap_others': 31.4542, 'market_cap_small': 1.4902}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",36.7187,2.12,1
151853,"{'market_cap_large': 23.5065, 'market_cap_mid': 9.7599, 'market_cap_others': 14.7554, 'market_cap_small': 51.9782}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",52.7863,1.48,1
152739,"{'market_cap_large': 42.0502, 'market_cap_mid': 26.0532, 'market_cap_others': 6.5405, 'market_cap_small': 25.3562}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",43.7712,0.3794,1
120484,"{'market_cap_large': 49.9785, 'market_cap_mid': 2.4977, 'market_cap_others': 25.8142, 'market_cap_small': 21.7096}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",42.3617,1.4312,1
148978,"{'market_cap_large': 98.8709, 'market_cap_mid': 1.142, 'market_cap_others': -0.013, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",30.2641,0.4451,1
118935,"{'market_cap_large': 70.6406, 'market_cap_mid': 14.0987, 'market_cap_others': 0.9037, 'market_cap_small': 14.357}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",34.1391,0.2244,1
148945,"{'market_cap_large': 89.3051, 'market_cap_mid': 9.783, 'market_cap_others': 0.9119, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",45.3543,0.67,1
149533,"{'market_cap_large': 72.5825, 'market_cap_mid': 9.7114, 'market_cap_others': 8.6335, 'market_cap_small': 9.0726}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",38.4579,0.756,1
119705,"{'market_cap_large': 55.3941, 'market_cap_mid': 13.985, 'market_cap_others': 0.8205, 'market_cap_small': 29.8004}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",27.3535,0.31,1
147445,"{'market_cap_large': 8.4473, 'market_cap_mid': 71.8523, 'market_cap_others': 1.3369, 'market_cap_small': 18.3635}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",43.9579,1.06,1
151611,"{'market_cap_large': 12.369, 'market_cap_mid': 59.0411, 'market_cap_others': 0.5065, 'market_cap_small': 28.0833}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",43.8722,1.23,1
149303,"{'market_cap_large': 44.6332, 'market_cap_mid': 25.8295, 'market_cap_others': 4.9421, 'market_cap_small': 24.5952}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",41.4801,0.54,1
118285,"{'market_cap_large': 72.0028, 'market_cap_mid': 14.02, 'market_cap_others': 3.9071, 'market_cap_small': 10.0702}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",40.0219,0.29,1
119700,"{'market_cap_large': 42.2628, 'market_cap_mid': 21.5326, 'market_cap_others': 8.7608, 'market_cap_small': 27.4438}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",41.3592,0.24,1
149071,"{'market_cap_large': 56.7727, 'market_cap_mid': 17.6689, 'market_cap_others': 4.3017, 'market_cap_small': 21.2566}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",37.1767,0.5598,1
148609,"{'market_cap_large': 66.8466, 'market_cap_mid': 10.7546, 'market_cap_others': 2.0651, 'market_cap_small': 20.3337}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",31.304,0.0631,1
150738,"{'market_cap_large': 9.3291, 'market_cap_mid': 90.7768, 'market_cap_others': -0.1059, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",61.9357,0.9415,1
119218,"{'market_cap_large': 48.681, 'market_cap_mid': 35.4971, 'market_cap_others': 7.1761, 'market_cap_small': 8.6458}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",31.9711,0.41,1
120468,"{'market_cap_large': 75.4372, 'market_cap_mid': 16.8452, 'market_cap_others': 7.7176, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",51.1376,0.36,1
140228,"{'market_cap_large': 10.2647, 'market_cap_mid': 74.5129, 'market_cap_others': 3.4397, 'market_cap_small': 11.7827}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",62.5146,0.51,1
147473,"{'market_cap_large': 81.6858, 'market_cap_mid': 13.8748, 'market_cap_others': 0.8501, 'market_cap_small': 3.5893}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",31.4537,0.3325,1
149368,"{'market_cap_large': 45.6236, 'market_cap_mid': 26.2015, 'market_cap_others': 2.6268, 'market_cap_small': 25.5481}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",37.6309,0.068,1
120323,"{'market_cap_large': 75.2238, 'market_cap_mid': 6.5798, 'market_cap_others': 14.2531, 'market_cap_small': 3.9434}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",29.7984,0.47,1
118650,"{'market_cap_large': 44.8412, 'market_cap_mid': 26.5422, 'market_cap_others': 3.4109, 'market_cap_small': 25.2056}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",47.9485,0.2,1
151952,"{'market_cap_large': 46.1074, 'market_cap_mid': 9.3716, 'market_cap_others': 28.0182, 'market_cap_small': 16.5028}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",33.2954,0.85,1
118763,"{'market_cap_large': 57.7706, 'market_cap_mid': 24.9979, 'market_cap_others': 1.7498, 'market_cap_small': 15.4818}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",47.9786,0.38,1
120392,"{'market_cap_large': 82.8389, 'market_cap_mid': 8.6524, 'market_cap_others': 1.8414, 'market_cap_small': 6.6673}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",46.7992,0.69,1
120656,"{'market_cap_large': 88.7449, 'market_cap_mid': 6.8855, 'market_cap_others': 3.7124, 'market_cap_small': 0.6572}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",35.5663,0.37,1
118866,"{'market_cap_large': 62.4671, 'market_cap_mid': 5.1598, 'market_cap_others': 15.4226, 'market_cap_small': 16.9505}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",24.3883,0.65,1
151728,"{'market_cap_large': 72.2368, 'market_cap_mid': 17.7801, 'market_cap_others': 0.2542, 'market_cap_small': 9.7289}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",36.9084,0.2697,1
119247,"{'market_cap_large': 30.8297, 'market_cap_mid': 15.4598, 'market_cap_others': 13.2272, 'market_cap_small': 40.4833}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",41.0645,0.5,1
153353,"{'market_cap_large': 81.3503, 'market_cap_mid': 18.1295, 'market_cap_others': 0.5203, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",36.0535,0.7953,1
152710,"{'market_cap_large': 39.3924, 'market_cap_mid': 43.6146, 'market_cap_others': 11.2434, 'market_cap_small': 5.7496}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",52.1925,0.0,1
119212,"{'market_cap_large': 0.0, 'market_cap_mid': 4.3764, 'market_cap_others': 7.1749, 'market_cap_small': 88.4488}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",35.9966,0.24,1
118678,"{'market_cap_large': 56.8723, 'market_cap_mid': 42.1082, 'market_cap_others': 1.0195, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",52.0286,0.78,1
152651,"{'market_cap_large': 27.1881, 'market_cap_mid': 33.0039, 'market_cap_others': 18.1674, 'market_cap_small': 21.6406}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",75.0366,2.21,1
119202,"{'market_cap_large': 45.0103, 'market_cap_mid': 35.4103, 'market_cap_others': 6.0955, 'market_cap_small': 13.4839}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",32.5027,0.1028,1
119251,"{'market_cap_large': 45.952, 'market_cap_mid': 23.6283, 'market_cap_others': 4.5169, 'market_cap_small': 25.9027}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",0.0,0.5565,1
119292,"{'market_cap_large': 64.744, 'market_cap_mid': 17.4296, 'market_cap_others': 4.0087, 'market_cap_small': 13.8176}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",45.1663,1.18,1
150643,"{'market_cap_large': 85.0391, 'market_cap_mid': 14.9151, 'market_cap_others': 0.0458, 'market_cap_small': 0.0}",0.0,"{'avg_maturity_days': 0.0, 'avg_maturity_months': 0.0, 'avg_maturity_years': 0.0}","{'modified_maturity_days': 0.0, 'modified_maturity_months': 0.0, 'modified_maturity_years': 0.0}",29.6773,0.39,1
147617,"{'market_cap_large': 40.5228, 'market_cap_mid': 24.3222, 'market_cap_others': 30.1937, 'market_cap_small': 4.9613}",4.99,"{'avg_maturity_days': 1.0, 'avg_maturity_months': 0.0333, 'avg_maturity_years': 0.0027}","{'modified_maturity_days': 1.0, 'modified_maturity_months': 0.0333, 'modified_maturity_years': 0.0027}",25.0181,0.0,1
120724,"{'market_cap_large': 70.2793, 'market_cap_mid': 19.6042, 'market_cap_others': 3.9365, 'market_cap_small': 6.18}",5.98,"{'avg_maturity_days': 1.095, 'avg_maturity_months': 0.036, 'avg_maturity_years': 0.003}","{'modified_maturity_days': 1.095, 'modified_maturity_months': 0.036, 'modified_maturity_years': 0.003}",0.0,0.3,1
139971,"{'market_cap_large': 61.4677, 'market_cap_mid': 15.0023, 'market_cap_others': 20.376, 'market_cap_small': 3.154}",6.77,"{'avg_maturity_days': 7.3, 'avg_maturity_months': 0.24, 'avg_maturity_years': 0.02}","{'modified_maturity_days': 3.65, 'modified_maturity_months': 0.12, 'modified_maturity_years': 0.01}",42.1424,0.65,1
148490,"{'market_cap_large': 13.6467, 'market_cap_mid': 5.172, 'market_cap_others': 39.3004, 'market_cap_small': 41.8809}",5.94,"{'avg_maturity_days': 3.65, 'avg_maturity_months': 0.12, 'avg_maturity_years': 0.01}","{'modified_maturity_days': 3.65, 'modified_maturity_months': 0.12, 'modified_maturity_years': 0.01}",0.0,0.0,1
148401,"{'market_cap_large': 49.1425, 'market_cap_mid': 25.5587, 'market_cap_others': 19.691, 'market_cap_small': 5.6078}",5.91,"{'avg_maturity_days': 10.95, 'avg_maturity_months': 0.36, 'avg_maturity_years': 0.03}","{'modified_maturity_days': 10.95, 'modified_maturity_months': 0.36, 'modified_maturity_years': 0.03}",42.4039,18.77,1
118452,"{'market_cap_large': 72.4451, 'market_cap_mid': 7.2164, 'market_cap_others': 18.788, 'market_cap_small': 1.5506}",6.79,"{'avg_maturity_days': 25.0, 'avg_maturity_months': 0.8333, 'avg_maturity_years': 0.0685}","{'modified_maturity_days': 17.0, 'modified_maturity_months': 0.5667, 'modified_maturity_years': 0.0466}",34.7118,3.84,1
152077,"{'market_cap_large': 57.8935, 'market_cap_mid': 11.3483, 'market_cap_others': 28.1524, 'market_cap_small': 2.6057}",6.45,"{'avg_maturity_days': 38.16, 'avg_maturity_months': 1.272, 'avg_maturity_years': 0.1045}","{'modified_maturity_days': 35.78, 'modified_maturity_months': 1.1927, 'modified_maturity_years': 0.098}",23.8247,0.0,1
148468,"{'market_cap_large': 62.2394, 'market_cap_mid': 3.9749, 'market_cap_others': 33.7857, 'market_cap_small': 0.0}",5.87,"{'avg_maturity_days': 41.44, 'avg_maturity_months': 1.3813, 'avg_maturity_years': 0.1135}","{'modified_maturity_days': 40.15, 'modified_maturity_months': 1.32, 'modified_maturity_years': 0.11}",29.9713,8.56,1
146297,"{'market_cap_large': 49.7315, 'market_cap_mid': 22.448, 'market_cap_others': 25.0669, 'market_cap_small': 2.7536}",6.38,"{'avg_maturity_days': 62.05, 'avg_maturity_months': 2.04, 'avg_maturity_years': 0.17}","{'modified_maturity_days': 58.4, 'modified_maturity_months': 1.92, 'modified_maturity_years': 0.16}",42.4941,13.15,1
143614,"{'market_cap_large': 49.8215, 'market_cap_mid': 17.4415, 'market_cap_others': 28.7271, 'market_cap_small': 4.0099}",6.18,"{'avg_maturity_days': 62.05, 'avg_maturity_months': 2.04, 'avg_maturity_years': 0.17}","{'modified_maturity_days': 62.05, 'modified_maturity_months': 2.04, 'modified_maturity_years': 0.17}",42.4396,0.0,1
147789,"{'market_cap_large': 53.8727, 'market_cap_mid': 4.6055, 'market_cap_others': 38.4319, 'market_cap_small': 3.0899}",6.11,"{'avg_maturity_days': 69.35, 'avg_maturity_months': 2.28, 'avg_maturity_years': 0.19}","{'modified_maturity_days': 62.05, 'modified_maturity_months': 2.04, 'modified_maturity_years': 0.17}",36.1418,6.32,1
152849,"{'market_cap_large': 46.1887, 'market_cap_mid': 19.0982, 'market_cap_others': 30.8351, 'market_cap_small': 3.878}",6.37,"{'avg_maturity_days': 73.0, 'avg_maturity_months': 2.4, 'avg_maturity_years': 0.2}","{'modified_maturity_days': 69.35, 'modified_maturity_months': 2.28, 'modified_maturity_years': 0.19}",36.2973,0.0,1
118931,"{'market_cap_large': 55.8187, 'market_cap_mid': 10.6, 'market_cap_others': 32.0338, 'market_cap_small': 1.5475}",6.39,"{'avg_maturity_days': 78.8, 'avg_maturity_months': 2.6266, 'avg_maturity_years': 0.2158}","{'modified_maturity_days': 73.35, 'modified_maturity_months': 2.445, 'modified_maturity_years': 0.2009}",34.7089,3.1375,1
129052,"{'market_cap_large': 55.8187, 'market_cap_mid': 10.6, 'market_cap_others': 32.0338, 'market_cap_small': 1.5475}",6.39,"{'avg_maturity_days': 78.8, 'avg_maturity_months': 2.6266, 'avg_maturity_years': 0.2158}","{'modified_maturity_days': 73.35, 'modified_maturity_months': 2.445, 'modified_maturity_years': 0.2009}",34.7089,3.1375,1
